time	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	A11	A12	B1	B2	B3	B4	B5	B6	B7	B8	B9	B10	B11	B12	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10	D11	D12	E1	E2	E3	E4	E5	E6	E7	E8	E9	E10	E11	E12	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10	F11	F12	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	H1	H2	H3	H4	H5	H6	H7	H8	H9	H10	H11	H12
37	1080	1.22248	1.17702	1.32652	0.8989	1.37786	1.57262	1.0096	1.38956	1.39808	1.37568	1.29614	1.3798	1.03828	0.99648	1.23746	0.93988	1.13956	1.50666	1.39202	1.32608	1.42942	1.31704	1.33678	1.39756	1.15416	1.42284	1.25698	0.60622	1.35122	1.53286	1.38606	1.45496	1.3804	1.34706	1.16526	1.45324	0.79602	1.48426	1.3263	1.3322	1.16288	1.43228	1.36346	1.54956	1.38704	1.40644	1.35526	1.40784	1.44908	1.27214	1.29142	1.27016	1.40858	1.44238	1.23104	1.28422	1.37396	1.33456	1.412	1.37944	1.43766	1.04152	1.3464	1.16842	1.49004	1.47292	1.10248	1.37492	1.31178	1.37828	1.44014	1.4027	1.44794	1.2039	1.26044	1.40592	1.50534	1.54864	1.1078	1.31848	1.33294	1.36758	1.454	1.39338	0.95142	1.03454	1.29748	0.74364	1.30888	1.51654	1.22246	1.31262	1.36354	1.27456	1.36782	1.40616
38	1110	1.23824	1.20726	1.32936	0.90674	1.37972	1.57368	1.02376	1.3943	1.40012	1.37982	1.29988	1.38076	1.07798	1.00426	1.23762	0.96252	1.15488	1.50716	1.40152	1.32666	1.43106	1.31984	1.34026	1.40062	1.18048	1.42662	1.25956	0.63706	1.36688	1.53542	1.38942	1.45844	1.38184	1.3503	1.1732	1.45482	0.80248	1.4861	1.3289	1.3373	1.1725	1.43426	1.37164	1.55556	1.38898	1.40764	1.36344	1.41084	1.4521	1.27856	1.29712	1.2823	1.41128	1.4449	1.24228	1.28778	1.37834	1.34116	1.41706	1.38474	1.44064	1.0445	1.34812	1.17404	1.49386	1.47572	1.11162	1.3767	1.31456	1.38196	1.44194	1.40438	1.45178	1.20598	1.26344	1.40798	1.5092	1.55082	1.11504	1.32218	1.3358	1.37316	1.4564	1.39534	0.95634	1.03384	1.29984	0.764	1.31836	1.51812	1.24456	1.31468	1.3664	1.28092	1.3682	1.40742
39	1140	1.25298	1.23436	1.33192	0.91574	1.38254	1.57544	1.03666	1.39926	1.40254	1.38342	1.3037	1.38258	1.11836	1.01666	1.24022	0.98446	1.1721	1.5105	1.41026	1.33122	1.4344	1.32424	1.34444	1.40188	1.20232	1.43006	1.25996	0.66472	1.38148	1.53762	1.39212	1.46222	1.38396	1.35476	1.18056	1.4566	0.81276	1.48804	1.33142	1.34426	1.17966	1.43746	1.37866	1.56066	1.39218	1.41052	1.36894	1.41234	1.45428	1.2834	1.3034	1.29118	1.41416	1.44804	1.25082	1.29116	1.38248	1.34726	1.42164	1.38896	1.44448	1.04604	1.34992	1.17778	1.49676	1.47838	1.12008	1.3793	1.31746	1.38454	1.4443	1.40592	1.45544	1.20958	1.26656	1.4106	1.5126	1.55294	1.1253	1.32818	1.3394	1.37828	1.45914	1.39792	0.96108	1.03688	1.30294	0.7818	1.32718	1.52012	1.26678	1.31756	1.36838	1.28682	1.36946	1.40838
40	1170	1.26492	1.25812	1.33458	0.92514	1.3844	1.5766	1.04878	1.40256	1.4042	1.38712	1.30732	1.38434	1.16576	1.02464	1.24074	1.00244	1.18468	1.51174	1.41634	1.33388	1.43602	1.3273	1.34736	1.40374	1.21968	1.4323	1.26194	0.69052	1.39058	1.5396	1.39538	1.46522	1.38564	1.35748	1.18824	1.4587	0.81926	1.48936	1.33344	1.34934	1.18344	1.43858	1.3833	1.5647	1.39314	1.41322	1.37542	1.41344	1.45626	1.28666	1.30678	1.2971	1.41638	1.45006	1.25926	1.29582	1.38658	1.35178	1.42542	1.3931	1.44688	1.04916	1.35292	1.18126	1.49916	1.47988	1.12814	1.38264	1.32078	1.38886	1.44512	1.40778	1.45892	1.21114	1.26884	1.41302	1.5153	1.55466	1.13068	1.3323	1.3436	1.38164	1.46088	1.39994	0.96574	1.03858	1.30498	0.79658	1.33532	1.52208	1.28456	1.3203	1.37216	1.29282	1.37136	1.40998
41	1200	1.27264	1.26974	1.33596	0.93232	1.38566	1.5776	1.0573	1.40678	1.4067	1.38934	1.31182	1.38526	1.20752	1.03328	1.24322	1.0202	1.19608	1.51356	1.41994	1.33668	1.43756	1.33108	1.35086	1.40522	1.2376	1.4351	1.26498	0.7133	1.39964	1.54164	1.39906	1.46926	1.3893	1.36204	1.19524	1.46106	0.82864	1.49108	1.33534	1.35366	1.18778	1.44072	1.38754	1.5687	1.39626	1.41598	1.3821	1.41478	1.45736	1.2879	1.30924	1.30072	1.4184	1.45234	1.26408	1.29792	1.39032	1.35538	1.42858	1.3968	1.45038	1.0522	1.35644	1.18526	1.50156	1.48212	1.13726	1.38756	1.32524	1.39316	1.44808	1.40962	1.46168	1.20986	1.26984	1.414	1.51776	1.55652	1.13528	1.33498	1.34628	1.38426	1.46334	1.40214	0.97198	1.04432	1.30856	0.81182	1.34488	1.52492	1.30164	1.32476	1.3762	1.29766	1.37344	1.41142
42	1230	1.27902	1.2789	1.33802	0.93766	1.38648	1.57812	1.06446	1.41016	1.40896	1.39106	1.31566	1.388	1.23278	1.0392	1.24444	1.03616	1.20484	1.51586	1.42416	1.34098	1.43986	1.33394	1.35422	1.40666	1.24744	1.43688	1.26676	0.73212	1.40542	1.54346	1.402	1.47258	1.39128	1.36538	1.2003	1.4631	0.83304	1.49218	1.33732	1.3586	1.18952	1.4424	1.38994	1.57156	1.39864	1.41872	1.38496	1.41698	1.45912	1.2909	1.31162	1.30302	1.42028	1.45372	1.26884	1.29816	1.39372	1.35782	1.4305	1.40036	1.45202	1.04902	1.35422	1.18572	1.50278	1.48314	1.13868	1.3879	1.32526	1.39586	1.44864	1.41102	1.46478	1.21322	1.27388	1.41616	1.51978	1.5582	1.14062	1.33836	1.34824	1.3867	1.46476	1.40332	0.9762	1.0439	1.3093	0.823	1.35162	1.5264	1.31632	1.32608	1.37702	1.30022	1.3749	1.4126
43	1260	1.28576	1.28656	1.33922	0.94098	1.38716	1.5792	1.06984	1.41408	1.41082	1.3926	1.32002	1.38936	1.24928	1.04672	1.24662	1.05112	1.2088	1.51726	1.42796	1.3446	1.44208	1.33688	1.35752	1.40836	1.25806	1.43892	1.26896	0.7487	1.40858	1.5445	1.40454	1.47528	1.39326	1.36852	1.20428	1.46432	0.842	1.49412	1.34032	1.36336	1.19178	1.44472	1.39416	1.57408	1.40154	1.42176	1.3896	1.4188	1.46192	1.29396	1.3162	1.3056	1.42178	1.45516	1.27398	1.30126	1.39718	1.36168	1.4329	1.40334	1.45642	1.0548	1.35966	1.18894	1.50528	1.48424	1.14484	1.39088	1.33022	1.39944	1.45172	1.413	1.4665	1.21292	1.2748	1.41638	1.52176	1.5597	1.14288	1.34074	1.35044	1.3889	1.46602	1.40508	0.98146	1.04874	1.31296	0.83616	1.35946	1.52846	1.33384	1.33006	1.37994	1.3035	1.37648	1.41408
44	1290	1.29146	1.29342	1.34104	0.94372	1.38794	1.57962	1.07554	1.41812	1.41236	1.39426	1.32322	1.39114	1.2627	1.0535	1.24802	1.06488	1.21086	1.51928	1.43132	1.34878	1.44432	1.33956	1.36022	1.41012	1.26726	1.4408	1.27002	0.76428	1.41088	1.54626	1.408	1.4791	1.3965	1.37152	1.20756	1.46616	0.84862	1.4954	1.34182	1.36632	1.19152	1.44616	1.3982	1.57596	1.40342	1.42512	1.39364	1.4204	1.46362	1.29688	1.3176	1.30768	1.42306	1.45714	1.27854	1.30364	1.40042	1.36498	1.4344	1.40604	1.4586	1.05408	1.35934	1.18982	1.5059	1.48554	1.14818	1.39304	1.33242	1.4028	1.45246	1.41462	1.47022	1.21584	1.27698	1.4179	1.52388	1.56058	1.14738	1.34468	1.35312	1.39316	1.46768	1.40702	0.98576	1.05084	1.3144	0.84702	1.36474	1.5288	1.34744	1.32982	1.37962	1.3061	1.3774	1.41502
45	1320	1.29726	1.29794	1.34262	0.9455	1.38886	1.58026	1.0791	1.42212	1.41366	1.39578	1.32616	1.39294	1.27188	1.05678	1.24892	1.07602	1.2125	1.51966	1.43424	1.35018	1.4457	1.3424	1.36266	1.41192	1.27334	1.44206	1.27228	0.77782	1.41086	1.54766	1.41088	1.48218	1.39836	1.37352	1.2111	1.46832	0.85638	1.4975	1.34434	1.37008	1.19184	1.4485	1.40184	1.57818	1.40518	1.42708	1.39488	1.42202	1.46492	1.2978	1.31846	1.30832	1.42468	1.45846	1.28182	1.30416	1.40306	1.36858	1.4363	1.40872	1.46212	1.05842	1.3621	1.19254	1.50728	1.48702	1.1528	1.39638	1.33588	1.40596	1.45488	1.41628	1.472	1.21776	1.27924	1.41948	1.5264	1.5624	1.15446	1.34878	1.35694	1.39596	1.46934	1.40852	0.99226	1.05476	1.31632	0.8593	1.37304	1.53146	1.36178	1.33446	1.3844	1.31012	1.37896	1.41568
46	1350	1.30152	1.3011	1.3429	0.946	1.38946	1.5807	1.08126	1.42602	1.41552	1.39662	1.3281	1.39366	1.28028	1.0646	1.25082	1.08816	1.21318	1.52186	1.43794	1.3553	1.44896	1.34542	1.36584	1.41368	1.2749	1.44334	1.27174	0.78976	1.41132	1.54918	1.41308	1.48506	1.39958	1.37554	1.21302	1.46982	0.86214	1.49884	1.3462	1.37352	1.19078	1.44936	1.40508	1.57932	1.40652	1.43	1.39894	1.42352	1.46766	1.30218	1.32192	1.309	1.4265	1.45972	1.2876	1.30722	1.40636	1.37188	1.43816	1.41112	1.46534	1.0587	1.36276	1.19368	1.5089	1.48868	1.1569	1.39708	1.3372	1.40886	1.45646	1.41826	1.47496	1.2187	1.2806	1.42056	1.52824	1.56366	1.15976	1.3505	1.35822	1.39828	1.47066	1.41018	0.9966	1.05498	1.31694	0.86898	1.37764	1.53222	1.37142	1.33434	1.38454	1.31254	1.38038	1.41738
47	1380	1.30624	1.30598	1.34416	0.94778	1.39012	1.58166	1.08588	1.43012	1.41712	1.39844	1.3303	1.39518	1.28572	1.07184	1.2524	1.0979	1.21344	1.52418	1.44182	1.3607	1.45082	1.3483	1.3679	1.41488	1.28262	1.44632	1.2751	0.8047	1.4114	1.5503	1.41644	1.4886	1.40282	1.37786	1.21578	1.4714	0.86828	1.50054	1.34756	1.37648	1.18978	1.45088	1.409	1.58198	1.40852	1.43234	1.40226	1.4246	1.46892	1.30246	1.32206	1.3097	1.42794	1.4612	1.29212	1.30804	1.40784	1.37502	1.43984	1.41312	1.46738	1.05768	1.36274	1.1941	1.5104	1.48952	1.15792	1.39788	1.3379	1.41156	1.45736	1.4193	1.47786	1.21814	1.2807	1.42164	1.52932	1.56466	1.16218	1.35188	1.35974	1.40104	1.47202	1.41164	1.0017	1.05772	1.31906	0.88036	1.3849	1.53394	1.38178	1.3378	1.38722	1.3162	1.38282	1.41962
48	1410	1.31098	1.30964	1.34484	0.94984	1.39044	1.58216	1.08946	1.4332	1.41834	1.39926	1.33184	1.39638	1.28938	1.0749	1.25324	1.10666	1.2127	1.52534	1.44438	1.36342	1.4522	1.34996	1.36972	1.41606	1.28494	1.44754	1.27586	0.81576	1.41164	1.55106	1.41916	1.49142	1.40414	1.38012	1.21756	1.47274	0.87748	1.50228	1.34964	1.37938	1.18922	1.45232	1.4129	1.58382	1.41054	1.43438	1.40278	1.42598	1.46998	1.30372	1.32326	1.30994	1.42878	1.46272	1.2947	1.30936	1.41008	1.37716	1.44058	1.41426	1.47078	1.05974	1.36378	1.19588	1.51106	1.49028	1.16238	1.40022	1.34044	1.41444	1.45918	1.42082	1.47992	1.21782	1.28054	1.42222	1.53032	1.56544	1.16784	1.35408	1.36202	1.40338	1.4732	1.41252	1.00638	1.06004	1.3202	0.89106	1.3907	1.53504	1.39084	1.33988	1.38974	1.31806	1.3837	1.42116
49	1440	1.31586	1.3142	1.34668	0.9528	1.3917	1.58262	1.09472	1.43712	1.42006	1.40164	1.3339	1.39824	1.29456	1.08274	1.2545	1.11814	1.21306	1.52704	1.448	1.3667	1.45462	1.35286	1.37226	1.4176	1.28796	1.44936	1.27604	0.82694	1.41178	1.55244	1.42162	1.49458	1.4055	1.38198	1.22062	1.47464	0.88204	1.50364	1.3507	1.38194	1.18908	1.45356	1.41612	1.5858	1.41166	1.4364	1.40548	1.42672	1.47198	1.30618	1.3256	1.31204	1.43006	1.46332	1.30026	1.31162	1.4124	1.38042	1.44254	1.4166	1.47216	1.05688	1.36254	1.19654	1.51208	1.49112	1.16406	1.40074	1.34042	1.4161	1.45976	1.422	1.48312	1.21898	1.2825	1.4233	1.53202	1.5666	1.17366	1.35652	1.36396	1.40542	1.47472	1.41424	1.0091	1.05802	1.3194	0.89864	1.39492	1.53594	1.3994	1.34098	1.3898	1.32	1.38498	1.42242
50	1470	1.31974	1.31672	1.3467	0.9535	1.3917	1.58278	1.09738	1.44024	1.4213	1.40232	1.33554	1.39944	1.29704	1.0855	1.25526	1.12606	1.21358	1.52826	1.45046	1.36894	1.45542	1.3544	1.37312	1.4187	1.29322	1.45152	1.27764	0.83826	1.41152	1.55374	1.42452	1.49878	1.40764	1.38422	1.22368	1.47568	0.89056	1.50536	1.35258	1.3844	1.18894	1.4552	1.42012	1.58866	1.41432	1.4391	1.40748	1.42862	1.4738	1.30768	1.32712	1.3123	1.43118	1.4644	1.30432	1.31434	1.41334	1.382	1.44372	1.41836	1.47644	1.06162	1.3661	1.1996	1.5133	1.49226	1.16966	1.404	1.34454	1.41944	1.46186	1.42346	1.48492	1.2198	1.28262	1.42438	1.53314	1.56792	1.18082	1.35956	1.36586	1.40808	1.4757	1.41538	1.01384	1.05948	1.321	0.90758	1.40004	1.53748	1.40538	1.34282	1.3919	1.32166	1.38648	1.42326
51	1500	1.32306	1.31982	1.34736	0.9543	1.39218	1.58358	1.101	1.44428	1.4228	1.40402	1.33682	1.40068	1.30064	1.09324	1.25678	1.13192	1.21274	1.52984	1.45376	1.37404	1.45776	1.3564	1.37578	1.41992	1.2947	1.45286	1.2783	0.84882	1.41078	1.55436	1.42662	1.50118	1.40852	1.3856	1.22596	1.47692	0.9006	1.5062	1.35476	1.38678	1.18822	1.45698	1.42346	1.59096	1.41514	1.44094	1.4075	1.4304	1.47492	1.30772	1.32728	1.3121	1.43296	1.46536	1.30772	1.31482	1.41492	1.3844	1.4452	1.41934	1.47774	1.0581	1.3636	1.19904	1.5138	1.49308	1.16976	1.4042	1.34516	1.42218	1.4632	1.42462	1.48756	1.21926	1.28264	1.42462	1.53406	1.5687	1.18642	1.36166	1.3673	1.41026	1.47682	1.41664	1.02014	1.06176	1.32268	0.91576	1.4052	1.5392	1.41172	1.34458	1.3937	1.32442	1.38762	1.42376
52	1530	1.32724	1.32242	1.3479	0.95574	1.39236	1.58372	1.10444	1.44794	1.4235	1.4047	1.33896	1.40196	1.30378	1.09724	1.25708	1.1353	1.21274	1.53118	1.45652	1.37744	1.45858	1.3582	1.37732	1.42104	1.29748	1.45418	1.27858	0.85836	1.41064	1.55576	1.42942	1.5048	1.41022	1.38734	1.22764	1.4784	0.90674	1.50782	1.35568	1.38886	1.18762	1.45858	1.42726	1.5933	1.41638	1.44232	1.40922	1.4313	1.47624	1.31076	1.33016	1.3126	1.43432	1.46592	1.31374	1.31744	1.41772	1.38704	1.44676	1.42108	1.47988	1.05836	1.36468	1.20102	1.51446	1.49382	1.1739	1.4056	1.34646	1.4237	1.46366	1.42566	1.49052	1.22268	1.2857	1.4256	1.53524	1.56994	1.19408	1.36398	1.3697	1.41258	1.47838	1.41826	1.02354	1.06096	1.32224	0.9226	1.40866	1.53998	1.41836	1.34504	1.3939	1.3262	1.38894	1.42536
53	1560	1.33036	1.32494	1.34816	0.95668	1.3927	1.58456	1.1072	1.45104	1.4248	1.40558	1.33996	1.40294	1.30674	1.10214	1.25806	1.13718	1.21272	1.5317	1.45944	1.37894	1.46014	1.3604	1.37906	1.42306	1.30138	1.45658	1.28	0.8679	1.41014	1.55674	1.4322	1.50748	1.41152	1.38862	1.23042	1.47948	0.91226	1.50948	1.35708	1.39104	1.18676	1.4599	1.42914	1.5947	1.41728	1.44348	1.41202	1.43242	1.47738	1.31026	1.3293	1.31096	1.43524	1.46714	1.31538	1.31588	1.41822	1.38938	1.4482	1.42196	1.4833	1.06056	1.3652	1.20226	1.5156	1.4947	1.1772	1.4072	1.34824	1.42528	1.46552	1.42706	1.49248	1.22342	1.28618	1.42586	1.53644	1.5709	1.19926	1.36514	1.3704	1.41444	1.47978	1.41942	1.02788	1.0634	1.3237	0.93018	1.4124	1.54076	1.42388	1.34684	1.39504	1.32878	1.39014	1.42644
54	1590	1.33394	1.32724	1.3485	0.95686	1.3925	1.58462	1.10904	1.45474	1.42572	1.40648	1.34192	1.40414	1.30858	1.10678	1.25822	1.13838	1.21172	1.53274	1.46268	1.38178	1.46128	1.36196	1.38014	1.42378	1.30216	1.45824	1.28014	0.87806	1.40944	1.55792	1.43558	1.51078	1.41318	1.38982	1.2329	1.48078	0.92206	1.51046	1.35846	1.39262	1.18538	1.46132	1.4329	1.59694	1.41884	1.44488	1.4123	1.43352	1.47856	1.31162	1.33046	1.31112	1.43626	1.46816	1.32052	1.31938	1.4202	1.39164	1.44924	1.42402	1.48346	1.05656	1.36252	1.2008	1.51558	1.49516	1.17648	1.40576	1.3464	1.42654	1.46516	1.4282	1.49434	1.22296	1.28662	1.42644	1.5369	1.57162	1.206	1.36776	1.37154	1.4169	1.48056	1.42024	1.03148	1.06456	1.32448	0.93448	1.41602	1.54208	1.42942	1.34778	1.39584	1.33066	1.3916	1.42796
55	1620	1.33724	1.32952	1.34848	0.9575	1.39254	1.58524	1.11268	1.45778	1.4268	1.40778	1.34326	1.4055	1.3109	1.11192	1.2592	1.13944	1.21154	1.5343	1.46644	1.3847	1.46194	1.36364	1.38176	1.42464	1.3028	1.45962	1.27986	0.88692	1.4078	1.55874	1.43652	1.51262	1.41256	1.39112	1.23496	1.48204	0.92932	1.5113	1.35988	1.39436	1.18534	1.46292	1.43652	1.59916	1.4201	1.44652	1.41464	1.43482	1.48024	1.31308	1.33142	1.31046	1.4373	1.46864	1.32508	1.32056	1.42148	1.39384	1.45042	1.42488	1.48668	1.06364	1.36728	1.20482	1.51704	1.49624	1.18428	1.41	1.35208	1.42918	1.46784	1.42944	1.49624	1.22326	1.28646	1.4259	1.53784	1.57226	1.21036	1.36826	1.37202	1.4175	1.48136	1.4208	1.03448	1.06652	1.3252	0.93714	1.41974	1.54288	1.4347	1.34966	1.39734	1.33244	1.39278	1.42892
56	1650	1.34078	1.33288	1.34914	0.95988	1.39338	1.58594	1.11654	1.4617	1.42814	1.40884	1.3448	1.4064	1.31294	1.1152	1.25998	1.13826	1.21074	1.53484	1.46868	1.38646	1.46336	1.36526	1.3831	1.42636	1.30736	1.46208	1.28102	0.8945	1.40746	1.5596	1.4399	1.51644	1.41426	1.39268	1.23704	1.48334	0.93904	1.51266	1.36052	1.39622	1.18408	1.46388	1.43934	1.6008	1.42106	1.44802	1.41476	1.43554	1.48106	1.31374	1.3327	1.31006	1.4385	1.46964	1.3302	1.32178	1.42234	1.39604	1.4523	1.42622	1.48812	1.06166	1.36616	1.20474	1.51808	1.49706	1.18604	1.41034	1.35268	1.43088	1.46876	1.43022	1.4978	1.22414	1.28694	1.42718	1.5385	1.57334	1.21656	1.36932	1.37346	1.41976	1.48334	1.42234	1.03794	1.06676	1.32608	0.94002	1.42314	1.5441	1.44026	1.35042	1.39836	1.33466	1.39406	1.4298
57	1680	1.34362	1.33472	1.34906	0.9596	1.39318	1.58632	1.11854	1.46506	1.42904	1.40958	1.3456	1.40726	1.31456	1.11848	1.2611	1.13782	1.20944	1.5361	1.47168	1.38982	1.4644	1.36638	1.38402	1.42716	1.31	1.46314	1.28178	0.90048	1.40638	1.5604	1.4422	1.51864	1.41476	1.3937	1.23928	1.48434	0.94652	1.51364	1.36168	1.39738	1.18358	1.46508	1.4429	1.60266	1.42182	1.44908	1.41574	1.43656	1.4822	1.3154	1.33276	1.30946	1.43942	1.46996	1.33254	1.32334	1.42396	1.3974	1.45302	1.42752	1.49022	1.06172	1.36568	1.20512	1.51804	1.49782	1.18716	1.41096	1.35292	1.43204	1.46998	1.43098	1.49926	1.22196	1.28464	1.42548	1.53898	1.57356	1.2198	1.37096	1.37498	1.42078	1.48424	1.42344	1.04432	1.07036	1.32816	0.94252	1.4267	1.54538	1.44548	1.35252	1.40022	1.3367	1.39484	1.43022
58	1710	1.3461	1.33718	1.34926	0.95996	1.3935	1.58648	1.12168	1.46838	1.42968	1.41088	1.3465	1.40798	1.31724	1.12258	1.26108	1.13646	1.20884	1.5371	1.47404	1.39082	1.46516	1.36824	1.38554	1.4278	1.30968	1.46438	1.28038	0.90282	1.4053	1.56126	1.44416	1.52112	1.41588	1.39466	1.24082	1.4859	0.95172	1.51544	1.36302	1.39928	1.18276	1.46618	1.44404	1.60364	1.42302	1.45058	1.42	1.43802	1.48378	1.31674	1.33412	1.30864	1.44042	1.47074	1.33606	1.32442	1.42526	1.39868	1.454	1.42912	1.49132	1.06056	1.3646	1.20592	1.51814	1.49846	1.18996	1.4113	1.3545	1.43312	1.47118	1.43254	1.5016	1.22372	1.28612	1.42614	1.54024	1.57464	1.22584	1.37192	1.37626	1.42202	1.485	1.42422	1.04582	1.06666	1.32602	0.94206	1.42878	1.54554	1.44846	1.35216	1.40034	1.3382	1.39596	1.43146
59	1740	1.3497	1.3403	1.3499	0.96194	1.39382	1.58738	1.12602	1.4722	1.43088	1.4123	1.3478	1.4087	1.32026	1.12796	1.2623	1.13654	1.2079	1.53942	1.4773	1.39532	1.46686	1.36868	1.38646	1.42894	1.31202	1.46624	1.28168	0.906	1.40466	1.56234	1.44674	1.5243	1.41754	1.39612	1.2422	1.48646	0.96172	1.51632	1.36418	1.40082	1.1812	1.46772	1.44758	1.60546	1.42406	1.45124	1.4193	1.43928	1.48448	1.31634	1.3344	1.30738	1.44126	1.47196	1.33902	1.3248	1.42636	1.40084	1.45514	1.43084	1.49438	1.0635	1.36618	1.20812	1.51936	1.49928	1.19372	1.41336	1.35626	1.4352	1.47192	1.4335	1.50306	1.22356	1.28646	1.4259	1.54042	1.57572	1.22866	1.37326	1.37746	1.4239	1.486	1.42576	1.05032	1.06992	1.32734	0.94424	1.43196	1.54722	1.4536	1.35416	1.40202	1.34016	1.39722	1.4323
60	1770	1.35176	1.34202	1.3494	0.961	1.39346	1.5875	1.12694	1.47444	1.4308	1.41228	1.34878	1.4094	1.32216	1.13134	1.26284	1.13588	1.20654	1.54034	1.47922	1.39792	1.46796	1.37032	1.3875	1.4298	1.31372	1.46764	1.28148	0.9068	1.40328	1.56236	1.44832	1.5264	1.41836	1.3975	1.2435	1.48746	0.96684	1.5169	1.3644	1.402	1.1797	1.4686	1.4486	1.60692	1.42406	1.4525	1.42012	1.43952	1.48596	1.31848	1.33564	1.30664	1.44238	1.47234	1.34328	1.32702	1.42736	1.40194	1.45594	1.4319	1.49524	1.063	1.3656	1.208	1.51984	1.50022	1.19628	1.41376	1.35674	1.43536	1.47212	1.43386	1.5049	1.22604	1.28812	1.42706	1.54118	1.57648	1.2346	1.37498	1.3792	1.42548	1.48734	1.42648	1.0533	1.06886	1.32774	0.94404	1.43404	1.5474	1.45586	1.35416	1.40296	1.3413	1.39842	1.4325
61	1800	1.35258	1.34272	1.34842	0.96012	1.39228	1.5862	1.12868	1.47652	1.4306	1.41212	1.3485	1.40926	1.32366	1.13636	1.26328	1.13486	1.20476	1.54054	1.48034	1.40044	1.46822	1.3707	1.388	1.43032	1.31598	1.46826	1.28262	0.90762	1.40112	1.56186	1.4493	1.52714	1.41776	1.39806	1.24408	1.48722	0.9758	1.51728	1.36456	1.40176	1.1785	1.46852	1.45064	1.6071	1.42446	1.453	1.42042	1.43962	1.486	1.31876	1.3344	1.30474	1.44182	1.47142	1.34542	1.32708	1.42716	1.4027	1.45636	1.43184	1.49626	1.06442	1.366	1.20856	1.51884	1.4992	1.19776	1.414	1.35818	1.43548	1.4723	1.43448	1.505	1.2233	1.28546	1.42494	1.5404	1.5754	1.23638	1.37514	1.37848	1.42602	1.4874	1.42578	1.05592	1.06638	1.32598	0.94354	1.43522	1.54628	1.45924	1.35414	1.40178	1.3408	1.398	1.4317
62	1830	1.35616	1.34674	1.35016	0.96228	1.39294	1.58768	1.13306	1.4799	1.43284	1.41444	1.35088	1.41118	1.32604	1.14036	1.26474	1.13552	1.20414	1.54234	1.4836	1.40358	1.47036	1.37272	1.3897	1.43206	1.3193	1.47146	1.28254	0.90978	1.40176	1.5633	1.4529	1.5321	1.42068	1.39984	1.24544	1.48912	0.98256	1.51902	1.36586	1.40346	1.17848	1.4706	1.45362	1.61044	1.42604	1.45534	1.42324	1.44074	1.48742	1.31942	1.3363	1.3051	1.44398	1.47294	1.34752	1.3281	1.42908	1.40412	1.45762	1.43404	1.49912	1.06542	1.36556	1.21032	1.51986	1.5014	1.20244	1.41594	1.36014	1.43806	1.4746	1.43528	1.508	1.22508	1.28796	1.42652	1.54172	1.57746	1.24212	1.37784	1.38152	1.42824	1.48884	1.42754	1.05954	1.07118	1.32824	0.94546	1.43828	1.54844	1.46376	1.35634	1.4036	1.34322	1.39974	1.43356
63	1860	1.3578	1.34828	1.34938	0.96116	1.39288	1.58816	1.13332	1.48248	1.43312	1.41474	1.3513	1.4117	1.3285	1.14424	1.26548	1.13404	1.2027	1.54386	1.4863	1.40624	1.47084	1.37352	1.39044	1.43238	1.32122	1.47266	1.2834	0.9104	1.4013	1.56448	1.45538	1.53418	1.4222	1.4007	1.2464	1.4895	0.9904	1.52012	1.36636	1.40466	1.17638	1.47164	1.45508	1.61102	1.42684	1.4559	1.4247	1.44136	1.4889	1.32196	1.33818	1.30416	1.44498	1.47332	1.35228	1.33106	1.43118	1.40518	1.4591	1.43532	1.50042	1.06454	1.36594	1.21038	1.52042	1.5015	1.20456	1.4174	1.36182	1.4385	1.47518	1.4359	1.50892	1.22672	1.28858	1.42678	1.54308	1.57796	1.24728	1.3791	1.3827	1.42922	1.49022	1.42874	1.06268	1.07126	1.32868	0.9455	1.44002	1.5489	1.46718	1.35736	1.40454	1.34472	1.40052	1.43404
64	1890	1.3603	1.34974	1.34904	0.9609	1.39286	1.58902	1.13582	1.48588	1.43428	1.41526	1.35218	1.41266	1.33152	1.14754	1.26664	1.13326	1.20194	1.5456	1.48818	1.40874	1.472	1.37458	1.39152	1.43344	1.32322	1.47402	1.28426	0.91066	1.40018	1.56532	1.45722	1.5365	1.4232	1.40226	1.24758	1.49066	0.9984	1.52176	1.36778	1.40592	1.17532	1.47308	1.45732	1.61282	1.42816	1.45714	1.42434	1.4428	1.48924	1.32096	1.3379	1.303	1.44604	1.4747	1.35406	1.3303	1.43198	1.40636	1.4595	1.43646	1.50202	1.06502	1.3664	1.21172	1.52146	1.50222	1.20638	1.4178	1.36316	1.43996	1.47646	1.4375	1.51096	1.22524	1.28898	1.42696	1.54432	1.57968	1.25232	1.38092	1.384	1.43126	1.49204	1.4308	1.0659	1.07222	1.33014	0.94598	1.44256	1.55044	1.47122	1.35874	1.4058	1.34544	1.402	1.43562
