time	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	A11	A12	B1	B2	B3	B4	B5	B6	B7	B8	B9	B10	B11	B12	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10	D11	D12	E1	E2	E3	E4	E5	E6	E7	E8	E9	E10	E11	E12	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10	F11	F12	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	H1	H2	H3	H4	H5	H6	H7	H8	H9	H10	H11	H12
21	600	0.0962	0.096	0.09606	0.09488	0.09564	0.09564	0.09642	0.09846	0.09538	0.0967	0.0973	0.09688	0.09554	0.91426	0.94856	0.6904	0.67262	1.09512	1.02392	1.00272	0.64858	1.0253	0.0957	0.09558	0.09664	0.80882	0.97032	0.62756	0.7451	1.047	1.0741	1.0485	0.68832	1.02244	0.0957	0.09572	0.09528	0.98696	1.00462	0.71644	0.78124	1.08752	1.08328	0.88416	0.63422	1.01754	0.09594	0.0957	0.09536	1.02366	0.9129	0.765	0.74252	1.082	1.05954	0.09544	0.09598	0.09614	0.09604	0.09666	0.09556	1.01184	0.9836	0.69954	0.823	1.09362	1.10146	0.09642	0.096	0.09602	0.09732	0.0984	0.0956	0.95998	0.99998	0.62428	0.70514	1.02242	1.01346	0.09594	0.09564	0.09724	0.09744	0.09654	0.09462	0.09552	0.09676	0.0964	0.09498	0.0949	0.09496	0.09496	0.09502	0.0966	0.09672	0.09552
22	630	0.09624	0.096	0.09614	0.09494	0.09578	0.0957	0.09652	0.09844	0.09536	0.09684	0.09736	0.09696	0.09556	0.9803	1.02542	0.72166	0.7059	1.1474	1.09486	1.08474	0.68262	1.10488	0.09572	0.09566	0.0966	0.88266	1.05406	0.658	0.77894	1.11924	1.13666	1.1262	0.72484	1.10058	0.09568	0.0957	0.09528	1.05896	1.07606	0.74756	0.8178	1.14526	1.14482	0.96862	0.66772	1.10776	0.09598	0.09574	0.09538	1.09174	0.9992	0.8012	0.77726	1.14074	1.12828	0.09544	0.09606	0.09612	0.09606	0.09668	0.09556	1.0763	1.0564	0.73098	0.85892	1.15246	1.15948	0.0964	0.09606	0.09608	0.0972	0.09842	0.09556	1.03366	1.0738	0.65504	0.7386	1.09902	1.08692	0.0959	0.09566	0.09724	0.09746	0.09656	0.09456	0.09548	0.09674	0.0964	0.09498	0.0949	0.09496	0.09494	0.095	0.09752	0.09668	0.09556
23	660	0.09626	0.09598	0.09616	0.09494	0.09572	0.09574	0.09658	0.09854	0.09534	0.09678	0.09732	0.09694	0.09562	1.02934	1.08156	0.74702	0.73362	1.18396	1.1454	1.1533	0.71196	1.16354	0.0957	0.09558	0.09662	0.94374	1.1175	0.68398	0.80664	1.1713	1.18074	1.18602	0.75738	1.15738	0.09562	0.09564	0.09532	1.1119	1.1267	0.77328	0.84848	1.1856	1.18982	1.04766	0.6974	1.17622	0.09588	0.09572	0.09534	1.14248	1.067	0.83108	0.80656	1.18222	1.17804	0.09546	0.09602	0.09614	0.09602	0.09666	0.09554	1.12422	1.11014	0.7581	0.89016	1.19352	1.20046	0.0964	0.09606	0.09604	0.09742	0.09838	0.09548	1.08892	1.12842	0.681	0.76754	1.15278	1.13946	0.0958	0.09568	0.09718	0.09746	0.09656	0.0945	0.09546	0.09674	0.09636	0.0949	0.09494	0.0949	0.0949	0.095	0.0977	0.09664	0.09558
24	690	0.0963	0.09594	0.09612	0.09492	0.09572	0.0957	0.0964	0.09838	0.09528	0.09676	0.09734	0.09694	0.09558	1.06594	1.1234	0.7691	0.7575	1.21254	1.18234	1.2069	0.7365	1.20512	0.09564	0.09552	0.09666	0.98902	1.16392	0.70666	0.83056	1.20918	1.21352	1.23004	0.78394	1.19934	0.09562	0.0956	0.09524	1.15018	1.16528	0.79564	0.87492	1.2161	1.22246	1.11744	0.72206	1.22614	0.0959	0.09572	0.0953	1.17968	1.11788	0.85718	0.83268	1.2136	1.21414	0.09538	0.09602	0.09612	0.09602	0.09666	0.09546	1.15956	1.14908	0.78102	0.91526	1.22504	1.23102	0.09632	0.096	0.096	0.09728	0.09844	0.0956	1.12906	1.16744	0.70386	0.79176	1.1922	1.1769	0.09578	0.0956	0.09724	0.09742	0.09654	0.0945	0.09548	0.09676	0.09632	0.09492	0.0949	0.0949	0.09492	0.095	0.09654	0.0966	0.09556
25	720	0.09646	0.09596	0.09622	0.09498	0.0958	0.09584	0.09672	0.0986	0.09542	0.09696	0.09742	0.09694	0.09566	1.09388	1.15384	0.78788	0.7776	1.23538	1.20996	1.24698	0.75792	1.2369	0.09574	0.09568	0.09676	1.02416	1.19872	0.7262	0.8522	1.23856	1.2393	1.26414	0.8073	1.2294	0.09566	0.09566	0.09528	1.17962	1.19298	0.8148	0.89782	1.2393	1.24862	1.17738	0.74334	1.26342	0.0959	0.0957	0.09536	1.20738	1.15674	0.87842	0.85338	1.23872	1.24248	0.0954	0.096	0.09612	0.09602	0.09666	0.09552	1.1876	1.17866	0.8004	0.93774	1.24966	1.25542	0.09638	0.09606	0.09608	0.0974	0.0984	0.09548	1.16014	1.1978	0.72296	0.81366	1.22198	1.20664	0.09582	0.09566	0.09722	0.09748	0.09658	0.09456	0.0955	0.0968	0.09636	0.09488	0.09488	0.09492	0.09494	0.09504	0.09632	0.09664	0.0956
26	750	0.09654	0.0961	0.0963	0.09512	0.09592	0.09592	0.09676	0.09854	0.09542	0.09716	0.09748	0.09706	0.09572	1.1168	1.17836	0.80422	0.7946	1.25502	1.2329	1.27858	0.77672	1.26192	0.09576	0.09628	0.09694	1.05044	1.22536	0.74284	0.87068	1.26188	1.26108	1.2905	0.82688	1.25412	0.09572	0.09582	0.09538	1.20372	1.21646	0.83118	0.918	1.25966	1.27018	1.2272	0.7613	1.29152	0.096	0.09582	0.09536	1.23032	1.18544	0.89762	0.87282	1.25868	1.2653	0.09548	0.09614	0.0962	0.09614	0.09674	0.09566	1.2108	1.20232	0.81738	0.95642	1.2694	1.27558	0.0965	0.09612	0.09616	0.09748	0.0985	0.0956	1.18442	1.2217	0.73942	0.8317	1.24512	1.22916	0.0959	0.09564	0.0973	0.09752	0.09662	0.09456	0.09554	0.09686	0.09636	0.09502	0.09494	0.095	0.09494	0.0951	0.09666	0.09674	0.09566
27	780	0.09646	0.09602	0.09628	0.09504	0.09596	0.09582	0.09662	0.09838	0.09546	0.0971	0.09746	0.09704	0.09572	1.13706	1.19964	0.81846	0.8092	1.27142	1.25136	1.30242	0.7931	1.28326	0.09576	0.09608	0.09706	1.07242	1.24626	0.75694	0.88634	1.28046	1.27852	1.31134	0.84366	1.27378	0.09572	0.0957	0.09536	1.22332	1.23534	0.84444	0.93576	1.2767	1.28792	1.26522	0.77596	1.31388	0.09598	0.09574	0.0954	1.24976	1.20848	0.91348	0.88734	1.27576	1.28462	0.0955	0.09606	0.0961	0.09612	0.09676	0.09564	1.22994	1.22286	0.83176	0.973	1.2867	1.29348	0.09642	0.096	0.09614	0.09732	0.09848	0.09552	1.20516	1.24164	0.75306	0.8469	1.26468	1.24884	0.09588	0.09564	0.09732	0.09752	0.09656	0.09462	0.09556	0.09684	0.09632	0.09494	0.09494	0.09494	0.09498	0.09506	0.09786	0.0967	0.09562
28	810	0.0968	0.0964	0.09654	0.09534	0.09618	0.09612	0.09698	0.09888	0.09558	0.09714	0.0977	0.09718	0.09586	1.1536	1.217	0.83114	0.82104	1.28698	1.26876	1.3237	0.80574	1.30076	0.09594	0.09652	0.09748	1.09094	1.26518	0.76854	0.89984	1.29678	1.2949	1.3299	0.8584	1.29162	0.09576	0.09598	0.0955	1.241	1.25292	0.85722	0.95068	1.29162	1.30422	1.29444	0.78862	1.33308	0.09606	0.09592	0.0955	1.26666	1.22794	0.92758	0.90108	1.29206	1.30096	0.09558	0.09616	0.09628	0.09618	0.09684	0.09584	1.24692	1.24054	0.84324	0.98628	1.30302	1.30844	0.09652	0.09618	0.09624	0.09748	0.0986	0.09566	1.22232	1.25914	0.76514	0.86028	1.28248	1.26586	0.09598	0.09578	0.09736	0.0976	0.09672	0.09462	0.09562	0.09694	0.09642	0.09508	0.09504	0.09508	0.09506	0.0952	0.09708	0.09682	0.09576
29	840	0.09686	0.0964	0.09656	0.09536	0.09622	0.09614	0.09704	0.09886	0.09548	0.0972	0.09774	0.0972	0.0958	1.16884	1.23266	0.8412	0.83146	1.3001	1.28434	1.34194	0.81706	1.31576	0.09582	0.0958	0.0973	1.10766	1.28236	0.77974	0.91238	1.3127	1.30968	1.34708	0.871	1.30752	0.0957	0.09574	0.09546	1.25612	1.2677	0.86826	0.96524	1.30484	1.3192	1.3176	0.79954	1.35016	0.09594	0.0958	0.09544	1.28174	1.24548	0.93932	0.91248	1.30614	1.31646	0.09548	0.09608	0.09626	0.0961	0.09676	0.09572	1.26234	1.25566	0.85422	0.99982	1.31692	1.32242	0.09644	0.09606	0.09606	0.09728	0.0985	0.09556	1.23788	1.27444	0.77508	0.87236	1.29704	1.28128	0.09584	0.09564	0.09726	0.0975	0.0966	0.09456	0.09554	0.09688	0.09632	0.09498	0.09492	0.09496	0.09492	0.09506	0.09656	0.09676	0.09566
30	870	0.09702	0.09646	0.09654	0.0954	0.09624	0.09618	0.09714	0.09892	0.09556	0.09716	0.09782	0.09718	0.0958	1.1821	1.24674	0.8497	0.84052	1.3113	1.29702	1.3582	0.82726	1.33052	0.09582	0.0957	0.0975	1.12222	1.2966	0.78804	0.9223	1.32496	1.32166	1.36156	0.88258	1.32144	0.0957	0.09578	0.09546	1.27072	1.2816	0.877	0.9771	1.31664	1.33114	1.338	0.80954	1.3651	0.0959	0.09578	0.09546	1.29552	1.2608	0.95026	0.9231	1.31838	1.32942	0.09548	0.09602	0.0962	0.0961	0.0968	0.09576	1.27624	1.27054	0.86334	1.0115	1.32952	1.33478	0.09646	0.0961	0.09624	0.09724	0.0985	0.09558	1.25262	1.28896	0.78476	0.88322	1.31218	1.29492	0.09592	0.09566	0.09728	0.09756	0.09666	0.09466	0.09556	0.09684	0.0963	0.09502	0.09494	0.09494	0.09494	0.09504	0.09784	0.09678	0.09566
31	900	0.09714	0.09644	0.09668	0.09558	0.09626	0.0962	0.09708	0.09892	0.09562	0.09742	0.0979	0.0973	0.09592	1.19512	1.25964	0.85764	0.84856	1.3223	1.31004	1.37344	0.83534	1.34362	0.0958	0.09596	0.09728	1.13608	1.31014	0.79558	0.9314	1.33758	1.33404	1.37516	0.89152	1.33452	0.09572	0.09582	0.09554	1.28322	1.29334	0.88548	0.98948	1.32854	1.34352	1.35694	0.81884	1.37956	0.09596	0.09578	0.0955	1.30858	1.27468	0.95866	0.9323	1.32948	1.3417	0.0955	0.0961	0.09624	0.09606	0.09682	0.09582	1.2896	1.28336	0.87116	1.0218	1.3407	1.34696	0.09652	0.09608	0.0962	0.09734	0.09854	0.09554	1.2658	1.30166	0.79274	0.89252	1.32428	1.30706	0.09594	0.09566	0.09736	0.09754	0.09664	0.09464	0.0956	0.0969	0.09632	0.09502	0.095	0.095	0.09494	0.09516	0.09638	0.09676	0.09574
32	930	0.09728	0.0966	0.09684	0.0957	0.09646	0.09636	0.0973	0.09914	0.09568	0.0974	0.09804	0.0975	0.09596	1.20686	1.27094	0.86312	0.85534	1.33228	1.32016	1.3883	0.8424	1.35518	0.09582	0.09588	0.09766	1.14766	1.32202	0.80154	0.93934	1.34936	1.34342	1.38894	0.89918	1.34538	0.09576	0.0959	0.0955	1.2946	1.30494	0.8921	1.00026	1.3383	1.35274	1.37344	0.82558	1.39178	0.09604	0.09582	0.09552	1.32042	1.28806	0.9666	0.94018	1.34028	1.35206	0.09548	0.09614	0.09632	0.09612	0.09686	0.09586	1.3013	1.29458	0.87746	1.03006	1.35116	1.3568	0.09654	0.09616	0.09618	0.0973	0.09854	0.09558	1.27748	1.31282	0.7996	0.90094	1.3352	1.31894	0.09592	0.0957	0.09734	0.09756	0.0967	0.0947	0.09566	0.09692	0.09626	0.09504	0.09502	0.09498	0.09506	0.09514	0.09742	0.09682	0.09572
33	960	0.09732	0.0965	0.09682	0.09574	0.09648	0.09644	0.09738	0.09904	0.09572	0.09734	0.09802	0.09746	0.09598	1.21734	1.28242	0.86756	0.86138	1.34016	1.33004	1.4003	0.84786	1.36576	0.09582	0.09592	0.09756	1.15988	1.3344	0.80716	0.9464	1.35894	1.35262	1.40014	0.90652	1.3556	0.09576	0.0959	0.09554	1.30548	1.31396	0.89842	1.01176	1.34636	1.3617	1.38952	0.83246	1.40326	0.09604	0.09586	0.0956	1.33122	1.3001	0.97366	0.94798	1.34832	1.36224	0.09552	0.0962	0.09632	0.09612	0.09682	0.0959	1.31164	1.30502	0.88442	1.04016	1.35896	1.3645	0.0966	0.09612	0.09628	0.0975	0.09852	0.09564	1.28876	1.32398	0.80642	0.90886	1.34536	1.3285	0.09596	0.09578	0.09746	0.09762	0.09672	0.09476	0.09566	0.09698	0.09634	0.09508	0.09506	0.09506	0.09504	0.09516	0.0969	0.0968	0.0958
34	990	0.09748	0.09662	0.09692	0.09598	0.09654	0.09648	0.09754	0.0992	0.09572	0.09754	0.0982	0.0975	0.09606	1.22586	1.29104	0.87116	0.86724	1.34744	1.33858	1.41188	0.85392	1.37482	0.09578	0.09604	0.09766	1.16968	1.34364	0.81154	0.95268	1.3669	1.36022	1.41044	0.9133	1.36404	0.09566	0.0959	0.09562	1.31358	1.32234	0.90384	1.02212	1.35332	1.36942	1.40412	0.83748	1.41332	0.09592	0.09588	0.09558	1.33944	1.3105	0.9799	0.95468	1.35562	1.37038	0.09552	0.09616	0.09628	0.09614	0.09684	0.09598	1.31976	1.31382	0.89006	1.04802	1.36656	1.3728	0.09656	0.09612	0.09618	0.09758	0.09858	0.09568	1.29758	1.33236	0.81164	0.9156	1.35324	1.33644	0.09598	0.09576	0.09738	0.09764	0.09674	0.09488	0.09576	0.09708	0.09634	0.09514	0.09512	0.09512	0.09512	0.09524	0.09678	0.09682	0.09582
35	1020	0.09752	0.09664	0.09692	0.09596	0.0966	0.09662	0.09748	0.09922	0.0958	0.09756	0.0982	0.0975	0.09606	1.23342	1.29858	0.87466	0.87178	1.35322	1.34534	1.4206	0.85818	1.38282	0.0958	0.09606	0.0978	1.17824	1.35132	0.8158	0.9585	1.37414	1.36648	1.41804	0.9194	1.37276	0.09568	0.09594	0.09564	1.32132	1.32922	0.90882	1.03176	1.35922	1.37686	1.4165	0.8422	1.4221	0.09592	0.0958	0.0956	1.34678	1.31892	0.98544	0.96042	1.36274	1.3785	0.09544	0.09612	0.0962	0.09608	0.0968	0.09594	1.32576	1.32042	0.89494	1.05474	1.37256	1.37984	0.09648	0.09604	0.09618	0.0974	0.09848	0.09558	1.3046	1.33882	0.81656	0.9223	1.36136	1.34452	0.09586	0.09572	0.09732	0.09754	0.09666	0.0948	0.09568	0.09688	0.09628	0.09504	0.09504	0.09506	0.09502	0.0951	0.09688	0.0968	0.09574
36	1050	0.09778	0.09686	0.09708	0.0962	0.09678	0.09676	0.09774	0.09922	0.09596	0.09768	0.09828	0.09764	0.09622	1.239	1.30466	0.87712	0.87664	1.35656	1.3519	1.42694	0.86244	1.38956	0.09588	0.09628	0.09782	1.18422	1.35768	0.82056	0.96568	1.38	1.37078	1.42356	0.92544	1.37992	0.09574	0.09598	0.09568	1.3268	1.33516	0.91296	1.04344	1.3627	1.38232	1.42716	0.84704	1.42992	0.096	0.09578	0.09558	1.35176	1.32486	0.99044	0.96668	1.36682	1.38346	0.09544	0.09608	0.0961	0.09596	0.09674	0.09586	1.32932	1.32634	0.8999	1.06256	1.37614	1.38332	0.09634	0.09594	0.096	0.09732	0.09846	0.09538	1.30974	1.34356	0.82002	0.92806	1.36776	1.35096	0.09574	0.0955	0.09714	0.09738	0.09648	0.09464	0.09554	0.09674	0.09602	0.0948	0.09484	0.09476	0.09474	0.0949	0.0964	0.09648	0.09554
37	1080	0.09792	0.0968	0.0971	0.09626	0.09686	0.0968	0.09776	0.09918	0.09604	0.0978	0.09834	0.09772	0.09624	1.24316	1.30844	0.87944	0.88074	1.35962	1.35606	1.43008	0.86608	1.3943	0.09586	0.09612	0.0979	1.18866	1.36084	0.8242	0.97108	1.38288	1.37364	1.42688	0.9315	1.38454	0.09574	0.09602	0.09558	1.33014	1.33856	0.91746	1.05524	1.3658	1.38454	1.43392	0.85108	1.43528	0.09592	0.09586	0.09556	1.35492	1.32944	0.99492	0.97312	1.36926	1.3873	0.09544	0.09612	0.0962	0.096	0.0968	0.09592	1.33332	1.32996	0.9043	1.07044	1.37858	1.38638	0.09642	0.09602	0.09618	0.09734	0.0985	0.09554	1.31404	1.3473	0.82506	0.93512	1.37148	1.35516	0.09592	0.09574	0.0973	0.09756	0.09666	0.09494	0.09574	0.0969	0.0962	0.09504	0.09492	0.09496	0.09496	0.0951	0.09692	0.09676	0.0958
38	1110	0.0979	0.09686	0.0971	0.0964	0.09686	0.09676	0.09766	0.0991	0.096	0.09764	0.09814	0.09764	0.09622	1.2462	1.31208	0.88238	0.88548	1.36214	1.35848	1.43196	0.86948	1.39714	0.09576	0.09606	0.098	1.19236	1.36382	0.82874	0.9766	1.38584	1.37564	1.42828	0.93874	1.38796	0.09562	0.09596	0.0956	1.33246	1.34126	0.92326	1.06786	1.36748	1.38674	1.43948	0.85616	1.43942	0.09588	0.0957	0.09548	1.35746	1.3328	1.00012	0.97966	1.37176	1.38924	0.09538	0.09594	0.09612	0.09602	0.09674	0.09582	1.33494	1.3323	0.9087	1.0795	1.3811	1.38806	0.09642	0.09596	0.09604	0.09724	0.09848	0.0954	1.31722	1.35012	0.83	0.94228	1.37456	1.35854	0.09582	0.09558	0.09718	0.09742	0.09654	0.09498	0.09564	0.0968	0.09602	0.09488	0.0949	0.09482	0.09482	0.095	0.09736	0.0966	0.09556
39	1140	0.09802	0.097	0.09728	0.09674	0.09698	0.09682	0.09768	0.09918	0.0961	0.09778	0.0984	0.0978	0.0963	1.24852	1.31424	0.8846	0.89084	1.3639	1.36088	1.43406	0.87326	1.39902	0.09584	0.09614	0.09834	1.19536	1.36586	0.83254	0.98342	1.38752	1.37772	1.42912	0.945	1.39028	0.09572	0.09606	0.09582	1.33438	1.34296	0.9282	1.08244	1.3699	1.38878	1.44268	0.86124	1.44116	0.09606	0.09584	0.0956	1.36038	1.33554	1.00644	0.98682	1.37356	1.39186	0.09552	0.0962	0.0963	0.09616	0.09682	0.09626	1.3361	1.33564	0.91642	1.0909	1.38352	1.39022	0.0965	0.09606	0.09614	0.09832	0.09846	0.0956	1.3206	1.3534	0.83584	0.95162	1.37682	1.361	0.09592	0.09574	0.09724	0.09764	0.09668	0.09524	0.09576	0.09694	0.0962	0.09508	0.095	0.09502	0.09508	0.09516	0.0958	0.0967	0.09576
40	1170	0.0982	0.09692	0.09716	0.09656	0.09694	0.0968	0.09778	0.09918	0.09612	0.09784	0.09842	0.09774	0.09638	1.25052	1.31628	0.88826	0.89708	1.36568	1.36296	1.43486	0.87746	1.4009	0.0958	0.09628	0.09836	1.19804	1.36676	0.83688	0.99052	1.38984	1.37948	1.43024	0.95306	1.39194	0.09564	0.09608	0.09576	1.33574	1.34476	0.93504	1.09704	1.37152	1.38998	1.44498	0.86584	1.44326	0.09588	0.0958	0.09558	1.36148	1.33764	1.01228	0.99408	1.37582	1.39306	0.09542	0.096	0.09616	0.09606	0.09678	0.09606	1.33776	1.33682	0.91948	1.09828	1.38438	1.39146	0.09646	0.096	0.09608	0.09746	0.0984	0.0955	1.32214	1.3539	0.8404	0.9586	1.378	1.362	0.09582	0.09564	0.09722	0.09752	0.09662	0.09526	0.0957	0.09692	0.09614	0.09502	0.09494	0.09494	0.09504	0.09506	0.0979	0.0967	0.09574
41	1200	0.09824	0.09694	0.09718	0.09682	0.09704	0.0969	0.09786	0.0992	0.0962	0.09788	0.09842	0.09788	0.0964	1.25274	1.31768	0.89266	0.90448	1.36696	1.36448	1.43552	0.88216	1.4018	0.09582	0.0961	0.09834	1.20082	1.36838	0.84298	0.99842	1.39144	1.38032	1.43182	0.96254	1.3939	0.09562	0.09606	0.09578	1.33754	1.34634	0.94294	1.11324	1.37328	1.3915	1.44696	0.8717	1.4444	0.09596	0.09574	0.0956	1.36312	1.33988	1.01922	1.00254	1.37736	1.39442	0.09544	0.0961	0.09618	0.096	0.09682	0.0961	1.33968	1.33836	0.92702	1.11042	1.3861	1.39326	0.09642	0.09598	0.0961	0.09734	0.09842	0.09554	1.32446	1.35604	0.84746	0.96832	1.37982	1.36424	0.09588	0.09566	0.09728	0.09754	0.09664	0.09532	0.09576	0.09692	0.09616	0.09508	0.09492	0.09492	0.09492	0.0951	0.0965	0.09674	0.09578
42	1230	0.09852	0.09706	0.09736	0.09694	0.09712	0.09718	0.09794	0.09936	0.09638	0.0981	0.0986	0.09794	0.09658	1.25498	1.31996	0.89758	0.91392	1.36878	1.36594	1.43734	0.8878	1.4041	0.09594	0.0963	0.09874	1.2026	1.3705	0.85022	1.00928	1.3936	1.38262	1.43276	0.9732	1.39612	0.09576	0.09624	0.09594	1.33922	1.34882	0.95184	1.1304	1.37602	1.39378	1.44922	0.87904	1.4462	0.09604	0.09588	0.0958	1.3645	1.3409	1.02874	1.01438	1.3792	1.3963	0.09558	0.09624	0.09636	0.09616	0.09694	0.09628	1.3412	1.34034	0.93582	1.12512	1.3871	1.39436	0.09656	0.09616	0.09628	0.09754	0.09864	0.09568	1.32594	1.35778	0.85544	0.97906	1.38176	1.36602	0.09602	0.09582	0.09742	0.09766	0.09676	0.09556	0.09594	0.09714	0.09632	0.09518	0.0952	0.0951	0.09516	0.09526	0.09698	0.09688	0.09586
43	1260	0.09852	0.09708	0.09742	0.0971	0.09712	0.09722	0.0981	0.09928	0.0964	0.09802	0.09862	0.09794	0.09652	1.25642	1.32156	0.9032	0.92368	1.36994	1.3676	1.43888	0.89404	1.40582	0.0959	0.09646	0.09858	1.20344	1.37212	0.85926	1.02106	1.39522	1.38348	1.43426	0.98576	1.39698	0.09572	0.09632	0.09598	1.341	1.35046	0.96308	1.1486	1.37654	1.39444	1.45146	0.88828	1.44892	0.09602	0.09586	0.09582	1.36666	1.34278	1.03918	1.02644	1.3808	1.39784	0.0956	0.09614	0.0963	0.09614	0.09692	0.09626	1.34336	1.34186	0.94564	1.13928	1.3888	1.39662	0.09656	0.09616	0.09616	0.0975	0.09862	0.09564	1.3283	1.35902	0.86678	0.99256	1.38358	1.3676	0.09598	0.09572	0.09738	0.0976	0.09674	0.0956	0.09588	0.09708	0.09622	0.0951	0.0951	0.09512	0.0951	0.0952	0.09712	0.09684	0.09588
44	1290	0.09866	0.09708	0.09752	0.0971	0.09724	0.09716	0.09822	0.09934	0.09648	0.09804	0.09878	0.09808	0.0967	1.2582	1.32302	0.91142	0.93546	1.37146	1.36902	1.44042	0.90174	1.40572	0.09594	0.0964	0.09862	1.2063	1.3734	0.86968	1.0339	1.39666	1.38532	1.43566	1.00032	1.39868	0.0958	0.09632	0.09606	1.34246	1.35232	0.97618	1.16346	1.37792	1.39608	1.45242	0.89648	1.4495	0.09606	0.09594	0.09588	1.36786	1.3444	1.05158	1.04006	1.38144	1.39948	0.09558	0.0962	0.09632	0.09616	0.09698	0.0964	1.34476	1.34356	0.95668	1.15416	1.3905	1.39816	0.09658	0.09622	0.09634	0.0974	0.09862	0.09568	1.32904	1.3601	0.87838	1.00712	1.38522	1.36892	0.09604	0.09578	0.09738	0.09768	0.09678	0.0958	0.096	0.09714	0.0963	0.09522	0.09514	0.0951	0.09514	0.09526	0.09586	0.09698	0.09592
45	1320	0.09874	0.09704	0.09748	0.09718	0.09722	0.09728	0.09814	0.09922	0.0965	0.09818	0.09876	0.09812	0.09656	1.25968	1.32418	0.92052	0.94926	1.37234	1.37032	1.4413	0.91138	1.40814	0.09584	0.09642	0.09856	1.2084	1.37514	0.88348	1.04964	1.39774	1.3866	1.43688	1.0165	1.40024	0.09574	0.09628	0.09598	1.34418	1.35354	0.99106	1.17754	1.37952	1.39756	1.45312	0.90802	1.45172	0.096	0.09586	0.09576	1.36952	1.34548	1.06576	1.05536	1.38264	1.40084	0.0955	0.09614	0.0963	0.09608	0.0969	0.09632	1.34614	1.34448	0.97058	1.17052	1.39174	1.39964	0.09654	0.09608	0.0962	0.09736	0.09854	0.09558	1.33124	1.36136	0.89238	1.02338	1.38642	1.37088	0.09594	0.0957	0.09734	0.09764	0.09664	0.096	0.09594	0.09712	0.09618	0.09518	0.0951	0.09508	0.0951	0.09522	0.09792	0.09682	0.09584
46	1350	0.09868	0.09708	0.09752	0.09726	0.09724	0.09724	0.09814	0.09926	0.0965	0.0978	0.09864	0.098	0.09662	1.26136	1.32554	0.932	0.96572	1.37362	1.37166	1.44214	0.92318	1.40922	0.0958	0.09636	0.09876	1.2096	1.37638	0.89954	1.06932	1.39916	1.38788	1.4375	1.03574	1.40138	0.0957	0.09636	0.096	1.34558	1.35536	1.00786	1.18796	1.38008	1.39812	1.45334	0.92078	1.45208	0.09596	0.0958	0.09574	1.37066	1.34744	1.0809	1.07332	1.38384	1.40246	0.09542	0.09604	0.09612	0.09596	0.0968	0.09618	1.34738	1.34606	0.98552	1.18698	1.39332	1.40076	0.09636	0.096	0.09606	0.09726	0.09842	0.09544	1.33256	1.363	0.90868	1.04168	1.38846	1.37228	0.0958	0.09562	0.09716	0.09744	0.09652	0.09586	0.0958	0.09692	0.09606	0.09498	0.0949	0.0949	0.0949	0.09502	0.0966	0.09674	0.09568
47	1380	0.099	0.09722	0.09766	0.09742	0.09736	0.09744	0.09826	0.09948	0.09662	0.09802	0.09882	0.09822	0.09672	1.263	1.32704	0.9446	0.98464	1.37536	1.37352	1.44344	0.93756	1.41154	0.09592	0.09658	0.09898	1.2107	1.37792	0.91864	1.08954	1.40038	1.38916	1.43904	1.05522	1.40258	0.09574	0.09636	0.09616	1.34716	1.35628	1.0265	1.1957	1.38168	1.3994	1.45438	0.93714	1.45408	0.09602	0.09586	0.09588	1.37266	1.34912	1.09946	1.09362	1.38552	1.40308	0.09558	0.09626	0.09628	0.09616	0.0969	0.0965	1.34916	1.3473	1.0029	1.20324	1.39538	1.40284	0.09654	0.09614	0.0962	0.09738	0.09864	0.09554	1.3341	1.36472	0.92696	1.06042	1.38954	1.37308	0.09596	0.09576	0.09736	0.09764	0.09672	0.09636	0.09602	0.09708	0.09618	0.09516	0.09506	0.0951	0.09508	0.09518	0.09676	0.09682	0.0958
48	1410	0.09908	0.09742	0.0978	0.09762	0.09738	0.09754	0.09848	0.09944	0.09694	0.09824	0.09898	0.09824	0.09668	1.26384	1.32894	0.96104	1.00578	1.37686	1.37526	1.44424	0.9531	1.41208	0.0959	0.09656	0.0992	1.2122	1.37936	0.94036	1.11178	1.40068	1.3903	1.43984	1.07636	1.40436	0.09574	0.09644	0.09608	1.34828	1.35766	1.0456	1.19998	1.38202	1.40056	1.45532	0.9543	1.4546	0.09596	0.09582	0.09586	1.37376	1.35008	1.1172	1.11322	1.38608	1.4045	0.09546	0.09606	0.0962	0.09598	0.09676	0.09634	1.35002	1.34876	1.01914	1.21494	1.39556	1.4033	0.0964	0.09602	0.09612	0.09716	0.0985	0.0955	1.33452	1.36544	0.94674	1.07908	1.3898	1.37444	0.0958	0.09558	0.09726	0.09744	0.09656	0.09644	0.09596	0.09694	0.096	0.09508	0.09498	0.09494	0.0949	0.09502	0.09798	0.09668	0.09574
