time	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	A11	A12	B1	B2	B3	B4	B5	B6	B7	B8	B9	B10	B11	B12	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10	D11	D12	E1	E2	E3	E4	E5	E6	E7	E8	E9	E10	E11	E12	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10	F11	F12	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	H1	H2	H3	H4	H5	H6	H7	H8	H9	H10	H11	H12
21	600	0.0987	0.10356	0.09934	0.0992	0.10742	0.09902	0.09884	0.09888	0.09876	0.09972	0.10068	0.10228	0.09962	0.25828	0.2747	0.1182	0.13066	1.25482	1.1736	0.12638	0.12622	1.16114	0.1001	0.10032	0.09954	0.27106	0.2266	0.14208	0.12518	1.08076	1.07102	0.13086	0.13166	1.14602	0.0989	0.0991	0.0989	0.26104	0.27116	0.12984	0.13034	0.9256	1.00584	0.13088	0.13892	1.16142	0.0991	0.10026	0.09838	0.99382	0.26454	0.37518	0.15164	1.06592	1.09258	0.09852	0.09868	0.0989	0.09888	0.09982	0.0986	0.71316	0.41528	0.20592	0.1501	1.13568	1.07076	0.09894	0.0983	0.10166	0.09896	0.10006	0.09868	0.5913	0.38002	0.17496	0.13424	1.0775	1.02456	0.09954	0.09896	0.1003	0.0994	0.09994	0.0985	0.09932	0.09928	0.09842	0.0993	0.09816	0.09836	0.09832	0.09896	0.09948	0.0998	0.09842
22	630	0.09862	0.10326	0.09938	0.09924	0.1073	0.09898	0.09882	0.09876	0.09868	0.09966	0.10058	0.10236	0.09952	0.28	0.3057	0.1184	0.13148	1.30084	1.24002	0.12668	0.12616	1.21696	0.10014	0.1003	0.09924	0.30632	0.24942	0.14352	0.125	1.1559	1.1462	0.1311	0.13144	1.20542	0.09892	0.09908	0.09882	0.2948	0.3103	0.13084	0.1313	1.0186	1.0934	0.13114	0.13882	1.21708	0.0991	0.1003	0.09828	1.05328	0.2964	0.44308	0.15306	1.10826	1.15994	0.09852	0.09864	0.09882	0.09886	0.09976	0.09854	0.81286	0.48576	0.23238	0.15166	1.18648	1.1465	0.0989	0.09828	0.1016	0.09892	0.09998	0.09858	0.68274	0.44848	0.18716	0.1353	1.14488	1.1065	0.09946	0.09892	0.10022	0.09928	0.09982	0.09844	0.09922	0.09922	0.09838	0.0992	0.09802	0.0982	0.09824	0.09892	0.09922	0.09974	0.09832
23	660	0.09864	0.10366	0.09936	0.09948	0.10706	0.09906	0.09878	0.09888	0.09866	0.09954	0.10056	0.103	0.0995	0.3049	0.34324	0.11856	0.13246	1.335	1.28866	0.12706	0.12606	1.25598	0.09998	0.10024	0.0992	0.34916	0.27612	0.14508	0.12548	1.2098	1.2011	0.13148	0.13136	1.24746	0.09884	0.099	0.09874	0.33534	0.3572	0.13186	0.13236	1.09774	1.16346	0.13136	0.13864	1.25688	0.09906	0.10022	0.09822	1.09424	0.33438	0.52128	0.15444	1.13714	1.20876	0.09838	0.09852	0.09868	0.0988	0.09972	0.09844	0.90572	0.5642	0.26658	0.15312	1.22144	1.20262	0.0988	0.09822	0.10146	0.09878	0.09988	0.09852	0.77616	0.52762	0.20216	0.13672	1.1935	1.16914	0.09936	0.09882	0.10008	0.09922	0.09974	0.09842	0.09922	0.0991	0.09834	0.09916	0.09794	0.09822	0.09874	0.09886	0.0994	0.09966	0.09822
24	690	0.09876	0.10352	0.09958	0.09956	0.1071	0.09912	0.09884	0.09896	0.09882	0.09962	0.10064	0.10292	0.09966	0.33286	0.38722	0.11896	0.1336	1.36282	1.32534	0.12752	0.1259	1.2869	0.1001	0.10032	0.09944	0.40144	0.3069	0.14664	0.12538	1.25014	1.2413	0.13184	0.13134	1.27946	0.09894	0.09908	0.09888	0.38524	0.41426	0.1331	0.13362	1.15486	1.21386	0.13176	0.13878	1.28656	0.09912	0.10026	0.09832	1.12636	0.37936	0.61166	0.15602	1.16126	1.24574	0.0985	0.09864	0.0989	0.0989	0.09984	0.09856	0.98814	0.64942	0.30928	0.1551	1.24806	1.24452	0.09894	0.09834	0.1016	0.0989	0.10004	0.09866	0.86576	0.61686	0.22148	0.13804	1.23024	1.21388	0.09948	0.09884	0.10024	0.0993	0.09984	0.09846	0.09928	0.09916	0.0984	0.09934	0.09804	0.09826	0.09828	0.09894	0.09966	0.09974	0.09838
25	720	0.09876	0.10368	0.09956	0.09966	0.10708	0.09916	0.09888	0.09912	0.0988	0.09966	0.10064	0.10314	0.0997	0.36568	0.43754	0.11922	0.13484	1.38678	1.35286	0.12786	0.12578	1.30934	0.1001	0.1003	0.09952	0.46376	0.3424	0.14852	0.12568	1.2808	1.27016	0.13216	0.13118	1.3039	0.09884	0.0991	0.09892	0.4448	0.47918	0.13432	0.13478	1.19728	1.25138	0.13206	0.13848	1.31136	0.0991	0.10028	0.09836	1.15	0.4326	0.70438	0.15756	1.18028	1.27392	0.09854	0.09866	0.09882	0.0989	0.09978	0.09862	1.05254	0.73674	0.36116	0.15692	1.26952	1.27598	0.09896	0.09832	0.10164	0.09896	0.10004	0.09868	0.94384	0.71328	0.24556	0.13938	1.25842	1.248	0.09946	0.09894	0.1002	0.09936	0.09986	0.09852	0.09932	0.09922	0.0984	0.09934	0.09808	0.09826	0.09844	0.09902	0.09944	0.0997	0.0983
26	750	0.0987	0.1035	0.09964	0.0997	0.10706	0.09916	0.09894	0.09908	0.09876	0.0996	0.1006	0.1032	0.09974	0.40242	0.49632	0.1195	0.13636	1.4075	1.37364	0.12826	0.1258	1.3294	0.10006	0.10024	0.09922	0.53164	0.38148	0.15014	0.12558	1.30544	1.29134	0.13238	0.13094	1.32396	0.09882	0.09904	0.09876	0.51406	0.55538	0.13558	0.13594	1.2303	1.28014	0.13248	0.13846	1.33098	0.09904	0.1002	0.09828	1.16818	0.49456	0.7926	0.15926	1.1979	1.29762	0.09842	0.09854	0.09876	0.0988	0.09976	0.09856	1.10014	0.82316	0.4219	0.15862	1.28826	1.30196	0.09886	0.09828	0.10158	0.09886	0.09996	0.09858	1.00824	0.80886	0.27502	0.14068	1.2819	1.27488	0.09946	0.09886	0.10016	0.09928	0.09978	0.0984	0.09926	0.09918	0.09836	0.09926	0.09806	0.09824	0.09826	0.09896	0.09974	0.0997	0.09828
27	780	0.09882	0.10358	0.09962	0.09982	0.10716	0.0992	0.09896	0.09934	0.09884	0.09966	0.1007	0.10336	0.0999	0.44576	0.5634	0.11996	0.13812	1.42688	1.39042	0.12876	0.12584	1.34686	0.10014	0.1003	0.09918	0.6079	0.42448	0.15204	0.12616	1.32708	1.3086	0.13278	0.13096	1.34184	0.0989	0.09914	0.09886	0.59274	0.6353	0.13702	0.13726	1.25722	1.30376	0.13296	0.13842	1.34786	0.09912	0.10028	0.09828	1.18592	0.5626	0.87096	0.16126	1.21366	1.31748	0.0985	0.0986	0.0988	0.09892	0.09986	0.09854	1.13626	0.9008	0.49288	0.16068	1.30504	1.32434	0.09892	0.09836	0.10166	0.09892	0.10002	0.09868	1.057	0.89422	0.31156	0.14232	1.3015	1.29676	0.0995	0.09888	0.10018	0.0993	0.0998	0.09848	0.09934	0.09924	0.09844	0.09928	0.09804	0.09828	0.09824	0.09892	0.0997	0.09974	0.09834
28	810	0.09886	0.1037	0.0997	0.09994	0.10678	0.09936	0.09904	0.09942	0.09888	0.09964	0.1007	0.10382	0.09988	0.49192	0.63578	0.12022	0.13974	1.44376	1.405	0.12892	0.12566	1.36232	0.1001	0.1003	0.09928	0.68462	0.47078	0.15396	0.1264	1.34448	1.32316	0.13312	0.13098	1.35784	0.09892	0.09908	0.09884	0.6783	0.71946	0.13832	0.13854	1.2784	1.32368	0.13324	0.13832	1.36308	0.0991	0.10024	0.09832	1.20084	0.63694	0.93102	0.1632	1.22728	1.33526	0.09848	0.09858	0.0988	0.09886	0.0998	0.09866	1.1632	0.96466	0.57202	0.16264	1.32002	1.34458	0.0989	0.09832	0.10162	0.09892	0.1	0.09868	1.0924	0.96372	0.35472	0.14384	1.31954	1.31608	0.09946	0.09886	0.1002	0.09934	0.09982	0.09848	0.09932	0.09922	0.09844	0.0993	0.09806	0.09834	0.09824	0.09896	0.09984	0.0998	0.09832
29	840	0.0989	0.10382	0.09984	0.10012	0.10718	0.09942	0.09902	0.09952	0.09892	0.0997	0.10074	0.1039	0.0999	0.54252	0.71168	0.12042	0.14182	1.46002	1.4188	0.12936	0.12562	1.3762	0.10012	0.10032	0.09946	0.75414	0.51928	0.15596	0.12662	1.36038	1.3356	0.13342	0.1309	1.37122	0.0989	0.0991	0.0989	0.76422	0.79872	0.13984	0.13974	1.2973	1.34146	0.13368	0.13834	1.37718	0.09908	0.10026	0.09834	1.21314	0.70836	0.97594	0.1656	1.24096	1.3514	0.09844	0.09858	0.09874	0.09888	0.09978	0.0986	1.18514	1.01466	0.65952	0.16458	1.33336	1.36094	0.09888	0.09826	0.10162	0.09884	0.1	0.09866	1.12098	1.01834	0.40682	0.14558	1.33454	1.33274	0.09942	0.09882	0.10018	0.0993	0.09978	0.09846	0.09922	0.09914	0.09838	0.09924	0.09798	0.09824	0.09818	0.0989	0.09958	0.0997	0.0983
30	870	0.09902	0.1038	0.09998	0.10022	0.10732	0.09962	0.09914	0.09966	0.09894	0.0997	0.10082	0.10402	0.09992	0.59604	0.78572	0.12082	0.14404	1.47262	1.42894	0.12974	0.1256	1.38918	0.10014	0.10032	0.09928	0.81188	0.56952	0.1579	0.12704	1.3743	1.34596	0.13376	0.1308	1.38406	0.09888	0.09914	0.0989	0.84136	0.86668	0.14136	0.14114	1.3138	1.35664	0.13392	0.1383	1.38942	0.09906	0.10034	0.09832	1.22602	0.77646	1.00814	0.16782	1.25378	1.36494	0.0985	0.09862	0.09884	0.09894	0.09988	0.09864	1.20472	1.05434	0.75026	0.16678	1.34518	1.3766	0.0989	0.09832	0.10166	0.09898	0.10006	0.09868	1.14294	1.05994	0.46706	0.14736	1.34814	1.34734	0.0995	0.09894	0.10026	0.09936	0.09988	0.09854	0.09928	0.0992	0.09844	0.09936	0.09804	0.09828	0.09844	0.09896	0.09978	0.09974	0.09846
31	900	0.09906	0.10402	0.10012	0.1004	0.10744	0.09962	0.09916	0.09974	0.09902	0.0997	0.10086	0.1042	0.10008	0.65012	0.84862	0.12118	0.14686	1.48224	1.43738	0.13012	0.1257	1.4001	0.10014	0.10032	0.09964	0.86012	0.6203	0.16016	0.12788	1.38496	1.35446	0.1341	0.131	1.39586	0.09894	0.0992	0.09894	0.90484	0.92212	0.14304	0.1428	1.32906	1.37	0.1344	0.1383	1.40114	0.0991	0.10038	0.09836	1.23726	0.83352	1.03156	0.17018	1.26638	1.37622	0.09858	0.09868	0.09884	0.09898	0.0999	0.0987	1.22256	1.08486	0.84068	0.16876	1.35426	1.3904	0.09892	0.0984	0.10162	0.099	0.10008	0.09874	1.16128	1.09196	0.53658	0.1492	1.35936	1.35984	0.09948	0.09898	0.10034	0.09936	0.09992	0.09864	0.0993	0.09928	0.09842	0.0994	0.0981	0.09832	0.09826	0.09906	0.09996	0.0998	0.09844
32	930	0.09918	0.104	0.1001	0.10032	0.10762	0.09962	0.09916	0.09984	0.09906	0.09978	0.10086	0.10412	0.1002	0.70312	0.90192	0.1215	0.14982	1.48902	1.44476	0.13054	0.12556	1.40892	0.10018	0.10034	0.09962	0.8982	0.67066	0.16232	0.1283	1.39484	1.3606	0.1345	0.131	1.4058	0.09898	0.09926	0.09902	0.95574	0.96386	0.14474	0.14436	1.3412	1.38098	0.13482	0.13838	1.41092	0.09908	0.10046	0.0984	1.2462	0.87924	1.04958	0.17292	1.27896	1.38718	0.0986	0.09874	0.09894	0.09904	0.09998	0.09886	1.23742	1.11018	0.92154	0.1714	1.36496	1.40358	0.09902	0.09838	0.10174	0.09904	0.10018	0.09884	1.17682	1.11722	0.61466	0.15134	1.37162	1.3712	0.0996	0.09904	0.1004	0.09944	0.09998	0.09876	0.09942	0.09942	0.09856	0.09948	0.0982	0.09842	0.0984	0.09914	0.10016	0.09986	0.09848
33	960	0.0992	0.10406	0.10016	0.10048	0.10734	0.09992	0.0993	0.10006	0.09914	0.09982	0.1008	0.1043	0.10034	0.75528	0.94622	0.12182	0.15324	1.49268	1.45168	0.13104	0.12552	1.418	0.1001	0.1003	0.09978	0.92848	0.7207	0.16482	0.12902	1.40654	1.36554	0.1348	0.13098	1.41504	0.09894	0.0992	0.09894	0.99496	0.99674	0.1466	0.146	1.35292	1.39094	0.13514	0.13822	1.4193	0.09912	0.10038	0.09838	1.25762	0.9155	1.06538	0.17556	1.29682	1.3972	0.09854	0.09872	0.09886	0.09904	0.09988	0.09874	1.24894	1.12952	0.99004	0.1736	1.37542	1.41492	0.09894	0.09844	0.10176	0.0989	0.10012	0.09878	1.19066	1.13794	0.6983	0.15318	1.38398	1.38208	0.09958	0.099	0.10028	0.09942	0.09994	0.09874	0.09934	0.09932	0.09854	0.09944	0.09812	0.09834	0.09834	0.09908	0.09984	0.0998	0.09846
34	990	0.09926	0.10392	0.10024	0.10058	0.10756	0.09992	0.09932	0.10014	0.09918	0.09978	0.10092	0.1044	0.10032	0.80042	0.98162	0.1222	0.15728	1.49572	1.4582	0.13132	0.12572	1.4258	0.1002	0.10036	0.0997	0.95404	0.7674	0.16728	0.12956	1.41668	1.37056	0.13518	0.13096	1.42276	0.099	0.09928	0.09896	1.02702	1.02342	0.1486	0.14778	1.36492	1.4019	0.13552	0.13824	1.4273	0.09914	0.10048	0.0984	1.2701	0.94518	1.07934	0.17892	1.31398	1.40684	0.0986	0.09872	0.0989	0.099	0.09988	0.0988	1.25866	1.14746	1.03936	0.1763	1.38326	1.42594	0.09892	0.09832	0.10168	0.09904	0.10012	0.09888	1.20318	1.1562	0.78628	0.15526	1.39484	1.39306	0.09958	0.09902	0.10036	0.0994	0.09998	0.09888	0.0994	0.09928	0.09854	0.09944	0.09816	0.09842	0.09832	0.09912	0.10008	0.09982	0.09842
35	1020	0.09942	0.10406	0.10034	0.10064	0.10752	0.09998	0.09934	0.10032	0.09932	0.09988	0.10108	0.10456	0.10024	0.84232	1.00992	0.1225	0.16154	1.4985	1.464	0.13158	0.1255	1.43154	0.10022	0.1004	0.0997	0.9749	0.80786	0.16964	0.13032	1.42492	1.37564	0.13542	0.13088	1.4286	0.09902	0.09934	0.09898	1.05354	1.04654	0.1506	0.1496	1.37612	1.4123	0.13594	0.1383	1.4334	0.09918	0.10054	0.09842	1.2833	0.97018	1.09182	0.18266	1.33014	1.41458	0.09866	0.09874	0.09892	0.09902	0.09996	0.09888	1.26924	1.16372	1.0761	0.17894	1.38906	1.43384	0.09896	0.09846	0.10178	0.09898	0.10018	0.09888	1.21332	1.17154	0.87008	0.15736	1.40206	1.40208	0.09956	0.09904	0.10032	0.0994	0.09996	0.09884	0.09928	0.09928	0.09852	0.09942	0.0982	0.09838	0.09836	0.0991	0.0999	0.09978	0.09848
36	1050	0.09944	0.10416	0.1003	0.10068	0.1076	0.10006	0.0994	0.1003	0.0993	0.09984	0.10094	0.10428	0.10034	0.88134	1.03254	0.12286	0.16684	1.49994	1.46732	0.13194	0.1256	1.43484	0.1002	0.10038	0.09968	0.99342	0.84208	0.17224	0.13116	1.42934	1.3795	0.13574	0.1308	1.43216	0.09896	0.09922	0.09894	1.07512	1.06558	0.1525	0.15132	1.3848	1.41882	0.13628	0.13828	1.43626	0.09914	0.10044	0.0984	1.29434	0.99098	1.10292	0.1865	1.3415	1.41736	0.09856	0.09866	0.09878	0.09896	0.0999	0.09878	1.28056	1.1774	1.10404	0.18168	1.39284	1.43826	0.0989	0.09834	0.10164	0.09896	0.10012	0.09934	1.22494	1.18494	0.94382	0.15948	1.40718	1.40768	0.09954	0.09896	0.10024	0.09934	0.09992	0.09886	0.09932	0.0993	0.0985	0.0994	0.09808	0.09832	0.09828	0.09904	0.09976	0.09974	0.09844
37	1080	0.09962	0.10414	0.10044	0.10104	0.10766	0.10024	0.09954	0.10072	0.09944	0.09988	0.10112	0.10468	0.10038	0.91564	1.05298	0.12314	0.1734	1.5014	1.47022	0.13226	0.12546	1.43668	0.10012	0.10034	0.09978	1.00988	0.87178	0.17534	0.1324	1.43236	1.38274	0.13614	0.13076	1.43424	0.0989	0.0992	0.09896	1.09418	1.08198	0.15456	0.15314	1.39074	1.4235	0.1366	0.13818	1.43792	0.09904	0.10042	0.09832	1.30438	1.00992	1.11432	0.19116	1.35126	1.41944	0.09848	0.09862	0.09884	0.0989	0.09982	0.09882	1.28942	1.19034	1.12802	0.18474	1.39512	1.44142	0.09894	0.09832	0.10162	0.09892	0.10012	0.09884	1.2375	1.19942	1.00564	0.16216	1.41074	1.41174	0.09948	0.09892	0.10024	0.09936	0.09986	0.09902	0.09938	0.0993	0.0985	0.09946	0.09812	0.09838	0.09826	0.09902	0.09978	0.09978	0.09842
38	1110	0.09964	0.1041	0.1005	0.10092	0.10772	0.10014	0.0996	0.10066	0.09948	0.09996	0.10114	0.10466	0.10066	0.9448	1.07042	0.12354	0.1808	1.50358	1.47234	0.13266	0.12548	1.43848	0.10022	0.10036	0.09998	1.02752	0.89648	0.17844	0.13342	1.4348	1.38616	0.13648	0.13076	1.4363	0.09898	0.0993	0.09902	1.11198	1.09908	0.1569	0.1553	1.39474	1.42656	0.1371	0.13824	1.44004	0.09916	0.10062	0.09848	1.3122	1.02684	1.12512	0.19608	1.35804	1.42188	0.09858	0.09868	0.09888	0.099	0.09992	0.09888	1.29688	1.20228	1.14924	0.1879	1.39812	1.4443	0.09892	0.09838	0.1017	0.09898	0.10018	0.09884	1.24992	1.21524	1.05326	0.16498	1.4136	1.41428	0.09948	0.0989	0.10018	0.0993	0.09982	0.09902	0.09926	0.0992	0.0984	0.09936	0.09806	0.09832	0.09844	0.09892	0.09998	0.09972	0.09832
39	1140	0.09986	0.1042	0.10062	0.10118	0.1075	0.10034	0.0997	0.10084	0.09962	0.1	0.10126	0.10478	0.10054	0.9745	1.08562	0.124	0.18938	1.50546	1.47414	0.13304	0.1255	1.44008	0.10022	0.10038	0.1001	1.04714	0.91872	0.18208	0.135	1.43628	1.38902	0.13678	0.13072	1.43722	0.09902	0.09922	0.09898	1.13022	1.11492	0.15944	0.15746	1.39752	1.42836	0.1376	0.13828	1.44176	0.09914	0.10068	0.09848	1.31902	1.0432	1.13282	0.2013	1.36276	1.4238	0.09862	0.09868	0.09888	0.09902	0.09996	0.09896	1.30116	1.21578	1.16698	0.1911	1.39964	1.44584	0.09904	0.09842	0.10166	0.09902	0.10022	0.09892	1.25824	1.23042	1.0889	0.16776	1.41546	1.41676	0.09958	0.09902	0.10036	0.09942	0.1	0.0993	0.0994	0.09932	0.0986	0.09948	0.0982	0.09846	0.09838	0.09916	0.10016	0.09986	0.0985
40	1170	0.09988	0.10426	0.10066	0.10138	0.10776	0.10042	0.09976	0.10096	0.09966	0.1001	0.10124	0.10506	0.10052	0.99952	1.09884	0.12426	0.1997	1.50644	1.47586	0.1335	0.12524	1.44152	0.1002	0.10034	0.10014	1.06546	0.93806	0.18582	0.1367	1.43826	1.3907	0.13732	0.1307	1.43894	0.09902	0.09924	0.09902	1.151	1.13446	0.16208	0.15976	1.40024	1.43004	0.138	0.13826	1.44326	0.09912	0.10072	0.09842	1.32406	1.06272	1.14432	0.20652	1.36604	1.42504	0.09856	0.09864	0.09882	0.09902	0.09996	0.09888	1.3056	1.22788	1.18306	0.19442	1.40094	1.4474	0.09894	0.09838	0.10166	0.09898	0.10016	0.09898	1.26626	1.24074	1.1185	0.17068	1.41752	1.41878	0.09962	0.09902	0.10034	0.09942	0.09998	0.0993	0.09942	0.09936	0.0986	0.09956	0.09814	0.09846	0.0983	0.09914	0.1001	0.0998	0.09854
41	1200	0.10014	0.10428	0.10078	0.10158	0.1078	0.10066	0.09992	0.10122	0.09982	0.1001	0.10132	0.1052	0.10064	1.02148	1.1119	0.12468	0.21144	1.50768	1.47772	0.13398	0.1254	1.44284	0.10018	0.10036	0.10012	1.07854	0.9535	0.18962	0.13874	1.43952	1.39278	0.13764	0.13064	1.43988	0.09902	0.09918	0.09896	1.169	1.14974	0.16446	0.1621	1.4015	1.43162	0.1383	0.13824	1.44478	0.09902	0.10066	0.09836	1.32748	1.07968	1.15444	0.21306	1.3686	1.42668	0.09852	0.09858	0.0988	0.09898	0.09986	0.09902	1.30838	1.23726	1.19658	0.19798	1.4024	1.44912	0.09894	0.09834	0.10164	0.09894	0.10012	0.09888	1.27168	1.24848	1.14112	0.17338	1.4188	1.41998	0.0995	0.09888	0.10022	0.09936	0.0999	0.09942	0.09936	0.09928	0.09852	0.0994	0.09812	0.0984	0.09832	0.09908	0.10006	0.09978	0.09848
42	1230	0.10028	0.10436	0.10084	0.10164	0.10766	0.10072	0.1	0.10142	0.09992	0.10024	0.10144	0.105	0.10068	1.03814	1.1233	0.12514	0.22526	1.5092	1.4794	0.13442	0.12532	1.44404	0.10024	0.10036	0.10028	1.08816	0.96896	0.19388	0.14074	1.44102	1.39446	0.13782	0.13074	1.44178	0.09894	0.09928	0.09906	1.18208	1.1612	0.16758	0.16458	1.40314	1.43294	0.13874	0.13832	1.44584	0.0991	0.10078	0.0984	1.33008	1.09314	1.16382	0.22022	1.37026	1.42816	0.09856	0.09864	0.09886	0.09904	0.09996	0.09906	1.3108	1.24402	1.2089	0.2016	1.40368	1.4504	0.09892	0.0984	0.10172	0.09902	0.10022	0.0989	1.27468	1.25444	1.16086	0.17684	1.42108	1.42154	0.09956	0.09896	0.1004	0.09944	0.09994	0.09966	0.09944	0.09936	0.09858	0.09954	0.0982	0.09846	0.09834	0.09914	0.10024	0.09986	0.0985
43	1260	0.10036	0.10452	0.10096	0.10174	0.1076	0.10082	0.10004	0.10144	0.10002	0.10028	0.10142	0.10492	0.10078	1.04772	1.1365	0.12548	0.24222	1.51058	1.48162	0.13484	0.1254	1.44524	0.1002	0.10038	0.10026	1.09456	0.98302	0.1984	0.14342	1.44236	1.39584	0.13814	0.1307	1.44264	0.09898	0.09926	0.09904	1.19192	1.17054	0.17054	0.16728	1.40446	1.4348	0.13916	0.1384	1.44756	0.09904	0.10086	0.09844	1.33266	1.10286	1.17134	0.22736	1.37322	1.4295	0.09856	0.09864	0.09886	0.09896	0.0999	0.09906	1.31414	1.25026	1.2225	0.2056	1.40462	1.45262	0.09896	0.09842	0.10162	0.09898	0.1002	0.09934	1.27846	1.25938	1.17982	0.18028	1.42282	1.423	0.09954	0.09896	0.1003	0.09938	0.09998	0.09978	0.0994	0.09936	0.09868	0.09952	0.09816	0.09844	0.09868	0.09914	0.10018	0.09986	0.09846
44	1290	0.1005	0.10452	0.1011	0.10178	0.10772	0.101	0.10022	0.1015	0.1001	0.10042	0.10158	0.10544	0.10084	1.053	1.14892	0.12592	0.26068	1.51188	1.483	0.1354	0.12546	1.44662	0.10024	0.1004	0.10044	1.09956	0.99568	0.20346	0.14678	1.44388	1.3979	0.13882	0.13084	1.44462	0.09906	0.0993	0.09914	1.1996	1.17734	0.17376	0.17012	1.40546	1.43648	0.13988	0.13844	1.44902	0.09908	0.10108	0.09846	1.33606	1.11096	1.17902	0.23536	1.37532	1.43088	0.09854	0.09864	0.09884	0.09906	0.09994	0.09914	1.31652	1.25512	1.2347	0.20968	1.40574	1.4538	0.099	0.09838	0.10174	0.09904	0.10026	0.09898	1.28136	1.26242	1.19576	0.18398	1.42456	1.42442	0.09964	0.09898	0.10036	0.0995	0.09998	0.09988	0.09948	0.09944	0.09872	0.09962	0.09822	0.09848	0.09838	0.09918	0.1003	0.09988	0.09858
45	1320	0.10078	0.10464	0.10112	0.10196	0.10796	0.10114	0.10032	0.10168	0.10024	0.1005	0.10168	0.10528	0.1011	1.05684	1.1598	0.12642	0.28186	1.51366	1.48486	0.13596	0.12558	1.4481	0.10028	0.1004	0.1006	1.10212	1.00778	0.20842	0.15034	1.44528	1.39986	0.1392	0.13092	1.44588	0.09902	0.09932	0.09916	1.20364	1.18066	0.177	0.1728	1.40646	1.4378	0.1405	0.13846	1.4505	0.0991	0.1011	0.09852	1.3369	1.11532	1.1856	0.2439	1.37716	1.43212	0.09862	0.09866	0.09886	0.0991	0.09996	0.09934	1.31876	1.25814	1.24594	0.21366	1.40778	1.45572	0.09906	0.09848	0.10182	0.09906	0.10022	0.0991	1.28442	1.2644	1.2112	0.18802	1.42622	1.42596	0.09966	0.09906	0.10038	0.09954	0.10004	0.10024	0.09954	0.09952	0.09876	0.0996	0.09828	0.09856	0.09844	0.09924	0.10028	0.09996	0.09862
46	1350	0.10096	0.10482	0.10144	0.10216	0.10816	0.10136	0.10042	0.1019	0.1004	0.10058	0.10172	0.10546	0.10106	1.05878	1.16668	0.12668	0.30666	1.514	1.48578	0.13658	0.12556	1.44914	0.10022	0.10038	0.1009	1.10408	1.0204	0.21424	0.15468	1.44608	1.40138	0.13972	0.13088	1.44722	0.099	0.09926	0.09902	1.20592	1.1838	0.1808	0.1755	1.4079	1.43918	0.1409	0.13838	1.45178	0.09898	0.10116	0.09842	1.33918	1.11752	1.19054	0.2544	1.37874	1.43328	0.09854	0.09862	0.09878	0.09898	0.09984	0.09916	1.32064	1.2602	1.25506	0.21746	1.40874	1.45658	0.09884	0.09834	0.10164	0.09896	0.10014	0.09898	1.28672	1.2666	1.2234	0.19242	1.42736	1.42704	0.09946	0.09896	0.10026	0.09936	0.09984	0.10024	0.09938	0.09934	0.09866	0.09954	0.0981	0.09832	0.09822	0.0991	0.10032	0.09978	0.09842
47	1380	0.10104	0.10478	0.10142	0.10216	0.10826	0.10138	0.10052	0.10198	0.1005	0.1007	0.10182	0.10562	0.10122	1.0586	1.17296	0.12726	0.33518	1.51528	1.48736	0.13708	0.1256	1.4507	0.10024	0.10044	0.10064	1.10536	1.03134	0.2203	0.15952	1.44786	1.40274	0.13998	0.13088	1.44824	0.09904	0.09932	0.09914	1.2072	1.18546	0.1842	0.17852	1.40968	1.44088	0.14164	0.13846	1.45228	0.0991	0.1011	0.09846	1.34072	1.11916	1.19412	0.26472	1.38044	1.43456	0.09854	0.09862	0.09884	0.09904	0.09988	0.09928	1.32218	1.2621	1.263	0.22222	1.4103	1.45818	0.09894	0.09834	0.10174	0.09898	0.10022	0.09906	1.28908	1.2694	1.2376	0.19744	1.42908	1.42884	0.09948	0.09894	0.1003	0.09932	0.09998	0.10048	0.09944	0.09942	0.09872	0.0995	0.09816	0.09844	0.09834	0.0991	0.10018	0.09986	0.09848
48	1410	0.10122	0.1045	0.10146	0.10208	0.10828	0.10132	0.10044	0.10222	0.10052	0.1005	0.10172	0.10522	0.10108	1.05868	1.17748	0.12758	0.36864	1.51656	1.4886	0.13762	0.12542	1.45124	0.10016	0.1003	0.1009	1.10766	1.04268	0.22662	0.16544	1.44884	1.40382	0.14026	0.13108	1.44976	0.0991	0.09928	0.09906	1.20896	1.18716	0.18808	0.18146	1.41084	1.44218	0.1422	0.13842	1.45352	0.09898	0.10122	0.09844	1.34188	1.12032	1.19724	0.2766	1.38212	1.4358	0.09852	0.0986	0.09874	0.09892	0.09988	0.09922	1.32414	1.26436	1.26802	0.22646	1.4109	1.45886	0.09892	0.09832	0.10166	0.09892	0.10016	0.09904	1.29092	1.27232	1.25414	0.20256	1.42986	1.4301	0.09948	0.09884	0.10024	0.0993	0.09996	0.10044	0.09936	0.09934	0.09866	0.09956	0.09808	0.09842	0.09856	0.09912	0.1002	0.09976	0.09842
