Sample
CASCLO_S01_rep01_D14_CASCLO
CASCLO_S01_rep02_D14_CASCLO
CASCLO_S01_rep03_D14_CASCLO
CASCLO_S01_rep04_D14_CASCLO
CASCLO_S01_rep05_D14_CASCLO
CASCLO_S01_rep06_D14_CASCLO
CASCLO_S01_rep07_D14_CASCLO
CASCLO_S01_rep08_D14_CASCLO
CASCLO_S01_rep09_D14_CASCLO
CASCLO_S01_rep10_D14_CASCLO
CASCLO_S01_rep11_D14_CASCLO
CASCLO_S01_rep12_D14_CASCLO
CASCLO_S01_rep01_D14_HighCAS
CASCLO_S01_rep02_D14_HighCAS
CASCLO_S01_rep03_D14_HighCAS
CASCLO_S01_rep04_D14_HighCAS
CASCLO_S01_rep05_D14_HighCAS
CASCLO_S01_rep06_D14_HighCAS
CASCLO_S01_rep07_D14_HighCAS
CASCLO_S01_rep08_D14_HighCAS
CASCLO_S01_rep09_D14_HighCAS
CASCLO_S01_rep10_D14_HighCAS
CASCLO_S01_rep11_D14_HighCAS
CASCLO_S01_rep12_D14_HighCAS
CASCLO_S01_rep01_D14_HighCLO
CASCLO_S01_rep02_D14_HighCLO
CASCLO_S01_rep03_D14_HighCLO
CASCLO_S01_rep04_D14_HighCLO
CASCLO_S01_rep05_D14_HighCLO
CASCLO_S01_rep06_D14_HighCLO
CASCLO_S01_rep07_D14_HighCLO
CASCLO_S01_rep08_D14_HighCLO
CASCLO_S01_rep09_D14_HighCLO
CASCLO_S01_rep10_D14_HighCLO
CASCLO_S01_rep11_D14_HighCLO
CASCLO_S01_rep12_D14_HighCLO
CASCLO_S01_rep01_D14_ND
CASCLO_S01_rep02_D14_ND
CASCLO_S01_rep03_D14_ND
CASCLO_S01_rep04_D14_ND
CASCLO_S01_rep05_D14_ND
CASCLO_S01_rep06_D14_ND
CASCLO_S01_rep07_D14_ND
CASCLO_S01_rep08_D14_ND
CASCLO_S01_rep09_D14_ND
CASCLO_S01_rep10_D14_ND
CASCLO_S01_rep11_D14_ND
CASCLO_S01_rep12_D14_ND
ANC_S00_rep01_D00_CASCLO
ANC_S00_rep02_D00_CASCLO
ANC_S00_rep03_D00_CASCLO
ANC_S00_rep01_D00_HighCAS
ANC_S00_rep02_D00_HighCAS
ANC_S00_rep03_D00_HighCAS
ANC_S00_rep01_D00_HighCLO
ANC_S00_rep02_D00_HighCLO
ANC_S00_rep03_D00_HighCLO
ANC_S00_rep01_D00_ND
ANC_S00_rep02_D00_ND
ANC_S00_rep03_D00_ND
