Sample
CAS_S03_rep01_D14_Low
CAS_S03_rep02_D14_Low
CAS_S03_rep03_D14_Low
CAS_S03_rep04_D14_Low
CAS_S03_rep05_D14_Low
CAS_S03_rep06_D14_Low
CAS_S03_rep07_D14_Low
CAS_S03_rep08_D14_Low
CAS_S03_rep09_D14_Low
CAS_S03_rep10_D14_Low
CAS_S03_rep11_D14_Low
CAS_S03_rep12_D14_Low
CAS_S03_rep01_D14_High
CAS_S03_rep02_D14_High
CAS_S03_rep03_D14_High
CAS_S03_rep04_D14_High
CAS_S03_rep05_D14_High
CAS_S03_rep06_D14_High
CAS_S03_rep07_D14_High
CAS_S03_rep08_D14_High
CAS_S03_rep09_D14_High
CAS_S03_rep10_D14_High
CAS_S03_rep11_D14_High
CAS_S03_rep12_D14_High
CAS_S03_rep01_D14_ND
CAS_S03_rep02_D14_ND
CAS_S03_rep03_D14_ND
CAS_S03_rep04_D14_ND
CAS_S03_rep05_D14_ND
CAS_S03_rep06_D14_ND
CAS_S03_rep07_D14_ND
CAS_S03_rep08_D14_ND
CAS_S03_rep09_D14_ND
CAS_S03_rep10_D14_ND
CAS_S03_rep11_D14_ND
CAS_S03_rep12_D14_ND
ANC_S00_rep01_D00_Low
ANC_S00_rep02_D00_Low
ANC_S00_rep03_D00_Low
ANC_S00_rep01_D00_High
ANC_S00_rep02_D00_High
ANC_S00_rep03_D00_High
ANC_S00_rep01_D00_ND
ANC_S00_rep02_D00_ND
ANC_S00_rep03_D00_ND
